student_id,sentence_id,audio_file,mel_file,ground_truth,transcript,wer,cer,fluency_label,fluency_label_wer,length_class,duration_s,speech_duration_s,hesitation_count,mean_pause_s,zcr,energy_variance,chars_per_sec
S027,050,S027_050.wav,S027_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අපේ මෙය මම විට පැය ගොලහක් අඩෙකර පැය ගොලහක් විඩයට ගත්ත,0.75,0.3256,1,2,long,5.696,5.6,0,0.0,0.0746,0.002329,7.678
S027,051,S027_051.wav,S027_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරහරි පුදුමහට පත්කරමින් ඇර්ට පනාව,0.7143,0.2812,1,2,long,4.45,4.224,1,0.192,0.073,0.00335,7.576
S027,052,S027_052.wav,S027_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,ස්ගන්ධවත් ක්ෂ්පය අප ගේ සහොදරියො,1.0,0.2903,1,2,short,3.56,3.368,0,0.0,0.0853,0.005406,9.204
S027,053,S027_053.wav,S027_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගෙල් ගඟායෝ අපගේ සහෝ දෙරයෝ වෙති,1.0,0.4545,2,2,short,3.471,3.264,1,0.16,0.0795,0.004937,6.74
S027,054,S027_054.wav,S027_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගි මටය නොගී කිසිවක් නොකනවා ඇතැම් මට සිතේ,0.5,0.1471,1,2,long,5.162,4.618,2,0.208,0.1109,0.003468,7.362
S027,055,S027_055.wav,S027_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නම්දියු උදේ පදරින් ඇදිසි,0.75,0.6,2,2,short,2.759,2.272,0,0.0,0.0823,0.003313,11.004
S027,056,S027_056.wav,S027_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ම්මා ඇගෙදින් ඇගෙයිටා සුහැත්,1.0,0.8333,2,2,long,2.848,2.464,0,0.0,0.0732,0.003873,7.305
S027,057,S027_057.wav,S027_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොව්ගවිතෙන සදහා භාවිත වෙන උපකරණ එන්ටික විස්තකරද්ධි ළමයින් සාවදානවා සාසිටියහ.,0.8462,0.2419,1,2,long,8.455,7.335,2,0.288,0.076,0.003663,8.452
S027,058,S027_058.wav,S027_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ලමයි පොල්තල් විදවීමට භාවිතාව කළින සෙක්කෝ අශුරයට රත්සුවූහයි.,0.8889,0.4318,2,2,long,6.141,5.789,1,0.32,0.069,0.003666,7.6
S027,059,S027_059.wav,S027_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලුන්ට අලු ක්‍රමයා කොයාගන්න වෙනවා.,0.7143,0.1714,1,2,long,4.984,4.352,1,0.192,0.0766,0.003075,8.042
S027,060,S027_060.wav,S027_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහොම දැනෙත් මම ඇතුරු බලාසිටියා,0.8571,0.3333,1,2,long,4.005,3.653,0,0.0,0.0701,0.004802,8.212
S027,061,S027_061.wav,S027_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරම්සි බුණාට දිතුමාගේ ගුහාව ලග අනතරක් කියලා.,0.625,0.2368,1,2,long,5.462,4.982,2,0.24,0.0825,0.004335,7.627
S027,062,S027_062.wav,S027_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,අය අටකට පසුව අවන් පෙයපත් සලන හඩක් යසනු,0.75,0.3429,1,2,long,3.382,3.286,0,0.0,0.0871,0.003671,10.651
S027,063,S027_063.wav,S027_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන විස්තරය ගෙන බොහෝ ක්‍රමතිය නා,0.5714,0.175,1,2,long,4.895,4.351,2,0.256,0.0681,0.004709,9.193
S027,064,S027_064.wav,S027_064_mel.npy,ඔබට දින හතරක් දෙමි,මට් ඔබට දින හතරක්දේමි,0.75,0.2667,1,2,short,3.026,2.482,2,0.272,0.0681,0.003284,6.043
S027,065,S027_065.wav,S027_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,අදුරු තුනා බැහෙමින් සත්‍යනපත් විය.,0.8,0.2857,1,2,short,2.937,2.688,0,0.0,0.0685,0.006085,10.417
S027,066,S027_066.wav,S027_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පෙනෙනෙක් කුමක්දැයි මම ඇස්වෙන,0.4,0.2963,1,1,short,4.005,3.429,0,0.0,0.0762,0.002361,7.874
S027,067,S027_067.wav,S027_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතැනයි තමයි හොද මෙතැන,0.75,0.25,1,2,short,2.848,2.752,0,0.0,0.068,0.004452,5.814
S027,068,S027_068.wav,S027_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාජය සකස් කර නැවත බලුවාය,0.3333,0.1304,1,1,long,4.183,3.607,2,0.256,0.0807,0.003353,6.376
S028,001,S028_001.wav,S028_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාළු ඕ හැම දෙනාම නිදාසු ස්සවය බැලුවා,1.0,0.1875,1,2,short,3.999,3.68,0,0.0,0.0919,0.003466,8.696
S028,002,S028_002.wav,S028_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිඳු යාළුවොත් එක්ක මිදුලේ සැල්ලන් කරමින් සිටියා.,0.1429,0.0476,0,1,long,4.705,4.224,0,0.0,0.0874,0.002381,9.943
S028,003,S028_003.wav,S028_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේ නිදාස් උසවය,0.5,0.1667,1,2,short,3.807,2.784,1,0.448,0.1266,0.002801,6.466
S028,004,S028_004.wav,S028_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂය ඇතුළේ සත් දෙකක් විතර හිටියා.,0.1429,0.0345,0,1,long,4.129,3.905,0,0.0,0.098,0.004804,7.427
S028,005,S028_005.wav,S028_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පුත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ.,0.2,0.0345,0,1,short,4.096,3.488,0,0.0,0.0882,0.002307,8.314
S028,006,S028_006.wav,S028_006_mel.npy,මුහුද හරිම ලස්සනයි,මුනුද හරිම ලස්සනායි.,0.6667,0.125,1,2,short,2.302,2.016,0,0.0,0.1038,0.004182,7.937
S028,007,S028_007.wav,S028_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම එකට අත්තල්ලා ගන්නය.,0.6,0.1,0,2,short,3.783,3.175,2,0.192,0.0775,0.003725,6.299
S028,008,S028_008.wav,S028_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම එහෙනම් නා නාගෙන එන්නා,0.5,0.2105,1,2,short,4.295,3.584,2,0.272,0.0778,0.003714,5.301
S028,009,S028_009.wav,S028_009_mel.npy,අපි අද පොල් කැඩුවා,අපි අද පොල් කැඩුවා,0.0,0.0,0,0,short,3.044,2.336,1,0.512,0.0819,0.004623,6.421
S028,010,S028_010.wav,S028_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි හිනාවෙන්නෙ මට රජවෙන්න බැරිද,0.5714,0.037,0,2,long,3.925,3.552,0,0.0,0.0736,0.004023,7.883
S028,011,S028_011.wav,S028_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ මනවාද ලියා ගත්තේයින්,0.3333,0.1852,1,1,long,4.039,3.744,0,0.0,0.0737,0.003047,7.212
S028,012,S028_012.wav,S028_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙචර පරක්වුණේ යැයි,0.8,0.25,1,2,short,3.557,3.232,0,0.0,0.0735,0.004552,7.426
S028,013,S028_013.wav,S028_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසක් අම්මා ක්‍රශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,0.1667,0.1053,1,1,long,6.798,5.792,3,0.224,0.0867,0.003772,6.561
S028,014,S028_014.wav,S028_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඕය ගංග හරි ගැඹුරුයි,0.5,0.2,1,2,short,3.1,2.496,0,0.0,0.068,0.00271,6.01
S028,015,S028_015.wav,S028_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,අශ්ව පැටියා නික්මණින් ගෙදර එනවා දැකල අම්මා පුදුම වුණා,0.2222,0.0667,0,1,long,6.94,6.016,2,0.432,0.0792,0.002507,7.48
S028,016,S028_016.wav,S028_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිදුතුමනි අපට අනුකම්පා කරමුණනවි,0.6,0.1379,1,2,short,4.485,4.096,1,0.16,0.0751,0.004058,7.324
S028,017,S028_017.wav,S028_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,බරෙන් වැඩි වන ගසක මුල කොටස ද,0.5,0.12,1,2,long,4.864,4.384,0,0.0,0.0694,0.002349,5.703
S028,018,S028_018.wav,S028_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රෛට්සා ඔදරයන්ගේ පියා ඔවුන් පුංචි කාලයේදී කඩදාසි සහ රබර් පටිවලින් සෙල්ලන් මහස්‍යානා තනා දුන්නේය.,0.4667,0.0864,0,2,long,12.345,11.001,3,0.341,0.078,0.00297,7.363
S028,019,S028_019.wav,S028_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,පසු කාලයක ඔහු බයිසිකල් වැඩකොලක් ඇරැඹූහ.,0.7143,0.25,1,2,long,5.584,4.736,1,0.224,0.075,0.003887,7.601
S028,020,S028_020.wav,S028_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,දම් හැමෝම වාඩි වෙන්න,1.0,0.1111,1,2,short,2.475,2.144,0,0.0,0.0626,0.004411,8.396
S028,021,S028_021.wav,S028_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි ඊලග දවසේ තවශ්වලමක් කරම්න,0.6667,0.3077,1,2,long,4.267,3.872,0,0.0,0.0894,0.00307,6.715
S028,022,S028_022.wav,S028_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහින අප නින්දේදී දකින සිහින නම් නොවේ.,0.2222,0.0,0,1,long,4.892,4.86,0,0.0,0.069,0.004415,6.79
S028,023,S028_023.wav,S028_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ ගම්ග ගින් තොටයයි.,0.75,0.5,2,2,short,3.413,2.869,1,0.256,0.0657,0.003188,4.182
S028,024,S028_024.wav,S028_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුංචි දරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑ දෑයා ගැන පසු කලෙක එසේ කිවා.,0.3333,0.0545,0,1,long,10.128,8.96,2,0.288,0.0721,0.003661,6.138
S028,025,S028_025.wav,S028_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,ඉන්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි.,0.1,0.0476,0,1,long,8.932,8.064,2,0.224,0.0687,0.00305,5.208
S028,026,S028_026.wav,S028_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මකළුවා තන බිස්සේ හැංගුණා.,0.25,0.0455,0,1,short,3.385,3.008,0,0.0,0.0967,0.005316,7.314
S028,027,S028_027.wav,S028_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළියේ ලස්සන ගැනු ළමයෙක් ඉට ගෙන ඉටියා,0.6667,0.1765,1,2,long,5.449,4.681,2,0.288,0.0808,0.004261,7.263
S028,028,S028_028.wav,S028_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,ත්‍රමඟදී ඉතාම භයානග දෙයස් සිදුවුණා,0.6,0.2069,1,2,short,3.84,3.456,0,0.0,0.0766,0.002199,8.391
S028,029,S028_029.wav,S028_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සර්පයා මහ විශාලට කටරියා,0.8,0.1304,1,2,short,3.499,3.328,0,0.0,0.0799,0.003955,6.911
S028,030,S028_030.wav,S028_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,ටිකක් හිතලා බලන්නකෝ.,0.0,0.0,0,0,short,2.503,2.208,0,0.0,0.0782,0.003779,7.699
S028,031,S028_031.wav,S028_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් ලියන්නා,0.5,0.0769,0,2,short,3.157,2.688,1,0.192,0.071,0.001855,4.836
S028,032,S028_032.wav,S028_032_mel.npy,පස්වැනි ගුණාංගය,පශ්‍යණි කිමාන්ගෙය.,1.0,0.6429,2,2,short,2.076,1.82,0,0.0,0.081,0.00617,7.69
S028,033,S028_033.wav,S028_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,බරණස් නොවර සිටවරය ක්වාසේ කළේය.,0.8,0.1786,1,2,short,4.21,3.744,0,0.0,0.0783,0.003234,7.479
S028,034,S028_034.wav,S028_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,නායක සිතුතුමා මෙසේ පිළිතුරු දුන්නේය.,0.5,0.1481,1,2,short,4.949,4.576,0,0.0,0.0849,0.002975,5.9
S028,035,S028_035.wav,S028_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේරවිලි වර්ග කීපයත් තිබේ.,0.25,0.1739,1,1,short,3.072,2.784,0,0.0,0.068,0.004491,8.261
S028,036,S028_036.wav,S028_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සියා කතන්දර කීමට සමතෙක්කී,0.4,0.1739,1,1,short,3.755,3.467,0,0.0,0.0874,0.00492,6.635
S028,037,S028_037.wav,S028_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මගදී අම්බලමකන අතර වුණා.,0.6667,0.04,0,2,long,4.836,4.448,1,0.32,0.0767,0.003551,5.621
S028,038,S028_038.wav,S028_038_mel.npy,හරි අපූරු කතාවක්,හරි අපූරු කතාවක්,0.0,0.0,0,0,short,1.991,1.824,0,0.0,0.0759,0.005064,7.675
S028,039,S028_039.wav,S028_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සාගේ කරේ රතරන් බැන්දා වගේ,0.4,0.1667,1,1,short,4.31,3.926,0,0.0,0.0808,0.003051,7.641
S028,040,S028_040.wav,S028_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කීවේය.,0.0,0.0,0,0,short,3.47,2.752,1,0.16,0.0622,0.003395,6.177
S028,041,S028_041.wav,S028_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද පුෂ්ඨකාල පන්තියක් කරමු,0.25,0.0909,0,1,short,4.892,4.32,1,0.16,0.0851,0.001849,5.093
S028,042,S028_042.wav,S028_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,නම ගල් පරයක හැලි ජීවත්තු නෙමි.,1.0,0.2174,1,2,short,4.636,4.316,0,0.0,0.0698,0.003524,5.328
S028,043,S028_043.wav,S028_043_mel.npy,බෙලි කටුව කතා කරයි,මෙලි කටුව කතාකරයි.,0.75,0.0667,0,2,short,2.247,2.176,0,0.0,0.072,0.003715,6.893
S028,044,S028_044.wav,S028_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සාතියන්තෙ නිවාඩුවට බිංදුලා ගමේ කියා.,0.5,0.1333,1,2,long,4.978,4.48,0,0.0,0.0791,0.00204,6.696
S028,045,S028_045.wav,S028_045_mel.npy,මොනවාද ඒවායේ නම්,මොනවද ඒ වායේ නම්,1.0,0.0714,0,2,short,3.044,2.756,1,0.256,0.0631,0.004768,5.081
S028,046,S028_046.wav,S028_046_mel.npy,නංගි උත්තර දුන්නා,උනා උනන්ගි උත්තර දුන්නා,0.6667,0.4,2,2,short,5.262,4.43,2,0.288,0.0716,0.006856,3.386
S028,047,S028_047.wav,S028_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන අත්තාම්වන්,0.3333,0.2667,1,1,short,2.389,2.208,0,0.0,0.069,0.004217,6.793
S028,048,S028_048.wav,S028_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇයගේ කැපවීම උදුමාකාරය,0.3333,0.1,0,1,short,4.348,3.968,1,0.32,0.0739,0.004856,5.04
S028,049,S028_049.wav,S028_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුපුකම මිනිසාට සේවය කිරීම,0.1667,0.0303,0,1,long,5.006,4.832,0,0.0,0.0782,0.00387,6.829
S028,050,S028_050.wav,S028_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අපිනේ වනවිට කය දුළහක් වඩ කර පැදුළහක් විවෙක් ගත්තා,0.8333,0.2093,1,2,long,7.196,6.688,1,0.32,0.0741,0.003252,6.429
S028,051,S028_051.wav,S028_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් පුදුමයට පත් කරමෙන් ඈට පන ආවා,0.2857,0.0312,0,1,long,5.746,4.928,0,0.0,0.0758,0.002374,6.494
S028,052,S028_052.wav,S028_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවත් කෘෂ්පයෝ අපගේ සොහොයුරෝ ය.,0.75,0.129,1,2,short,6.527,5.376,2,0.336,0.0909,0.003966,5.766
S028,053,S028_053.wav,S028_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගා වෝ අපගේ සොහොයුරෝවති.,1.0,0.0455,0,2,short,4.153,3.84,1,0.192,0.0742,0.003623,5.729
S028,054,S028_054.wav,S028_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,දංගී මටල් නොදී කිසිවක් නොක නෙවා එතැයි මට සිතේ,0.625,0.1471,1,2,long,7.083,6.187,1,0.544,0.078,0.003916,5.496
S028,055,S028_055.wav,S028_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගි ඉන්දේ පාන්තරින්ම නැගිටි,0.75,0.24,1,2,short,4.039,3.847,0,0.0,0.0626,0.002761,6.498
S028,056,S028_056.wav,S028_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈත් ඈවාවා ගෙදර යනවිට කසමින් ඇත.,0.7143,0.5556,2,2,long,4.828,4.604,1,0.192,0.0826,0.003521,3.909
S028,057,S028_057.wav,S028_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතන සඳහා භාවිතාවන උපකරන නිකින් එක විස්තර කරද්දී ළමයි පාවදනව අසාසිකියහ.,0.5385,0.1129,1,2,long,12.487,11.136,4,0.216,0.0799,0.002857,5.568
S028,058,S028_058.wav,S028_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,"ළමයි පොල්තයල් හිඳීමට භාවතා කරන,සෙක්කුව අසලට රස්වූප",0.6667,0.1136,1,2,long,6.542,5.984,1,0.32,0.0764,0.003313,7.353
S028,059,S028_059.wav,S028_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ගන්ට අලුත්වමයක් ඔයා ගන්හ වෙනවා.,0.7143,0.2286,1,2,long,4.383,4.0,0,0.0,0.0619,0.004494,8.75
S028,060,S028_060.wav,S028_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොවෝ දෙනෙන නතුරු බලා ගෙන හිටියා,0.5714,0.2,1,2,long,4.722,4.192,1,0.288,0.0616,0.002926,7.156
S028,061,S028_061.wav,S028_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචිය වුණා රටිතුමාගේ ගුහාව ලග අනතුරක් තියලා,0.5,0.1316,1,2,long,6.002,5.696,0,0.0,0.0816,0.003053,6.671
S028,062,S028_062.wav,S028_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,පැය අටකට පසු ඔවුන්ට කියාපත් සලන හඬක් පැසිණින්,0.25,0.1429,1,1,long,5.774,5.184,0,0.0,0.0882,0.003905,6.752
S028,063,S028_063.wav,S028_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,නිනිසුන් ගැන විශ්තර දැන ගන්න බොහෝ ප්‍රමතියනවා,0.8571,0.1,0,2,long,5.188,4.644,2,0.256,0.0742,0.003007,8.614
S028,064,S028_064.wav,S028_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔපට දින හතරක් දෙමි.,0.25,0.0667,0,1,short,2.56,2.176,0,0.0,0.0568,0.003648,6.893
S028,065,S028_065.wav,S028_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරුතුමා භේවින් සතුරට පත්විය,0.8,0.1429,1,2,short,3.868,3.328,0,0.0,0.0673,0.001929,8.413
S028,066,S028_066.wav,S028_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පේන්නේ කුමක්දයි මම උසුවෙමි.,0.4,0.0741,0,1,short,3.499,3.168,0,0.0,0.0751,0.002916,8.523
S028,067,S028_067.wav,S028_067_mel.npy,මෙතැන තමයි හොඳම තැන,නැතැන තමයි හොඳම තන්න,0.5,0.25,1,2,short,1.991,1.895,0,0.0,0.0521,0.002731,8.443
S028,068,S028_068.wav,S028_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාච්චේ සකස් කර නහත බැනුවා,0.5,0.3478,1,2,long,3.3,2.976,0,0.0,0.0726,0.003048,7.728
S029,001,S029_001.wav,S029_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාළුවෝ හැමදෙනාම නිදාත් කුත්සයේ වැලු,0.6,0.2812,1,2,short,3.67,3.424,0,0.0,0.1345,0.002268,9.346
S029,002,S029_002.wav,S029_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිදු යාළුවොත් එක මිදුලේ සෙල්නම් කරමින් සිටියක්.,0.5714,0.1429,1,2,long,4.237,3.648,0,0.0,0.1056,0.002808,11.513
S029,003,S029_003.wav,S029_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේ නිදහතුස්වෙ,0.5,0.3333,1,2,short,2.8,2.336,1,0.192,0.1535,0.003411,7.705
S029,004,S029_004.wav,S029_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂය ඇතුළේ සති දෙකක් විතර හිටියක්,0.1429,0.069,0,1,long,4.313,3.616,0,0.0,0.1133,0.002844,8.02
S029,005,S029_005.wav,S029_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොත් කියැවි මෙම් මිනිසා සබූන් හැවි,0.8,0.3448,1,2,short,3.178,2.698,0,0.0,0.1368,0.001392,10.749
S029,006,S029_006.wav,S029_006_mel.npy,මුහුද හරිම ලස්සනයි,මූද මුහුද හරිම ලසදර,0.6667,0.5,2,2,short,2.762,2.496,0,0.0,0.0986,0.002888,6.41
S029,007,S029_007.wav,S029_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම එකට අත්අල්ලා ගන්න.,0.4,0.0,0,1,short,2.648,2.336,0,0.0,0.1049,0.00363,8.562
S029,008,S029_008.wav,S029_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම හෙනම් නාගෙන එන්නම්,0.25,0.0526,0,1,short,3.102,2.272,0,0.0,0.1226,0.003466,8.363
S029,009,S029_009.wav,S029_009_mel.npy,අපි අද පොල් කැඩුවා,අපිය ද පොල් කෙනවා,0.75,0.2667,1,2,short,1.778,1.568,0,0.0,0.1063,0.005103,9.566
S029,010,S029_010.wav,S029_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි කිනාවෙන්නෙ මට රචවෙන්න පැරෙකෝ.,0.7143,0.2593,1,2,long,4.394,3.744,1,0.288,0.109,0.003572,7.479
S029,011,S029_011.wav,S029_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ මොනුමද ප්‍රියාගත්තේ,0.5,0.2222,1,2,long,6.053,5.216,0,0.0,0.1123,0.001209,5.176
S029,012,S029_012.wav,S029_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉකින් මෙචෙර පරක්වුණේ ඇයි,0.8,0.2083,1,2,short,2.913,2.4,0,0.0,0.1405,0.002146,10.0
S029,013,S029_013.wav,S029_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසක් මං මාස්ව පැටියාගෙන් උදව්ව කිල්ව,0.6667,0.2368,1,2,long,5.069,4.525,0,0.0,0.1346,0.002736,8.397
S029,014,S029_014.wav,S029_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔය කක හරි ගැඹුරු,0.5,0.2667,1,2,short,1.854,1.726,0,0.0,0.1127,0.002741,8.692
S029,015,S029_015.wav,S029_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,අස්ව පැටියා ඉමනිම ගෙදර ගෙදරනවා දැකළ අමා පුදුම වුණා,0.5556,0.2667,1,2,long,7.377,6.353,4,0.216,0.1072,0.00258,7.083
S029,016,S029_016.wav,S029_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිටුතුවනි අපට අනුකක්පා කරමු මැනැවි.,0.8,0.1379,1,2,short,4.548,4.196,1,0.192,0.1092,0.002674,7.15
S029,017,S029_017.wav,S029_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,වෙල් බරෙ හ් වැඩිවල්මේ ගසකමුල කොටසද?,0.8333,0.28,1,2,long,5.939,5.428,2,0.256,0.1093,0.00229,4.606
