student_id,sentence_id,audio_file,mel_file,ground_truth,transcript,wer,cer,fluency_label,fluency_label_wer,length_class,duration_s,speech_duration_s,hesitation_count,mean_pause_s,zcr,energy_variance,chars_per_sec,cluster_label,length_class_enc
S038,37,S038_037.wav,S038_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මඟදි අම්බැලම කනත්‍රවුණා,0.6667,0.2,1,2,long,5.013,4.309,2,0.352,0.0816,0.00506,5.801,2,1
S038,38,S038_038.wav,S038_038_mel.npy,හරි අපූරු කතාවක්,හලි අපූර් කතාවක්,0.6667,0.1429,1,2,short,1.216,1.216,0,0.0,0.0817,0.00397,11.513,2,0
S038,39,S038_039.wav,S038_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සයාගේ කරේ රතටම් මැඳා වගේ,0.8,0.4,2,2,short,2.347,2.112,0,0.0,0.0956,0.00244,14.205,2,0
S038,40,S038_040.wav,S038_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කීවෙම්,0.3333,0.1765,1,1,short,2.133,1.76,0,0.0,0.0808,0.005895,9.659,2,0
S038,41,S038_041.wav,S038_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද පුෂ්තකාල පන්තිය කරමු,0.5,0.1364,1,2,short,3.264,2.656,2,0.192,0.091,0.003777,8.283,2,0
S038,42,S038_042.wav,S038_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරයක ඇලී ජීවත් තුනෙමි.,0.6,0.0435,0,2,short,3.605,2.88,2,0.272,0.0789,0.001294,7.986,2,0
S038,43,S038_043.wav,S038_043_mel.npy,බෙලි කටුව කතා කරයි,බෙලි කටුව කතා කරයි.,0.0,0.0,0,0,short,2.453,2.069,1,0.16,0.0841,0.00831,7.249,2,0
S038,44,S038_044.wav,S038_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සතියන්තේ නිවාඩුවට බින්දුලා ගමේ ගියා,0.5,0.1,0,2,long,4.949,4.512,1,0.16,0.0915,0.002033,6.649,2,1
S038,45,S038_045.wav,S038_045_mel.npy,මොනවාද ඒවායේ නම්,මුණවාද ඒවා ඒ නම්,1.0,0.2143,1,2,short,2.048,1.792,0,0.0,0.0741,0.004135,7.812,2,0
S038,46,S038_046.wav,S038_046_mel.npy,නංගි උත්තර දුන්නා,නංගේ උත්තර දුන්නක්,0.6667,0.2,1,2,short,1.536,1.44,0,0.0,0.0741,0.004241,10.417,2,0
S038,47,S038_047.wav,S038_047_mel.npy,පාර කියන අත්තම්මා,පාර කියනත් තම්මයි.,0.6667,0.2,1,2,short,1.259,1.227,0,0.0,0.0856,0.003495,12.228,2,0
S038,48,S038_048.wav,S038_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,අයගෙ කපවීමත් පුදුම්මාකාරය,1.0,0.35,1,2,short,3.904,3.264,2,0.32,0.0831,0.003723,6.127,2,0
S038,49,S038_049.wav,S038_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,0.0,0.0,0,0,long,5.077,4.032,2,0.336,0.0934,0.003919,8.185,2,1
S038,50,S038_050.wav,S038_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අප මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,0.0833,0.0233,0,1,long,6.443,5.419,2,0.416,0.0867,0.002667,7.936,2,1
S038,51,S038_051.wav,S038_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් පුදුමයට පත් කරමින් ඈටු පනාවා,0.5714,0.0625,0,2,long,4.117,3.616,1,0.256,0.0806,0.003937,8.85,2,1
S038,52,S038_052.wav,S038_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවත් පුෂ්පයෝ අකගේ සොහොයුරොයු ඇය.,0.75,0.129,1,2,short,6.869,4.64,5,0.39,0.1022,0.003688,6.681,2,0
S038,53,S038_053.wav,S038_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාවෝ අපගේ සොහොරයා ඔවැති,0.5,0.2273,1,2,short,3.392,2.944,1,0.16,0.0862,0.003538,7.473,2,0
S038,54,S038_054.wav,S038_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතෙන්,0.125,0.0882,0,1,long,5.141,4.181,2,0.368,0.0983,0.001845,8.131,2,1
S038,55,S038_055.wav,S038_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,අංගී උදේ පාන්දරින්ම එගිටින්,0.5,0.24,1,2,short,2.667,2.432,1,0.224,0.0685,0.005432,10.28,2,0
S038,56,S038_056.wav,S038_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈමා ගෙදර යනවිට අසනු ඇත.,0.5714,0.0,0,2,long,4.032,3.04,1,0.448,0.0912,0.002363,5.921,2,1
S038,57,S038_057.wav,S038_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතන සදහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දි ළමයි සාවදානය ව අසා සිටියහ.,0.3846,0.0645,0,1,long,8.768,7.744,2,0.176,0.103,0.001981,8.006,2,1
S038,58,S038_058.wav,S038_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,මමයි පොල් තේලි හිදීමට භාවිත කරන සෙක්කුව අසලට රස්සුහ.,0.6667,0.1591,1,2,long,6.4,5.44,2,0.288,0.1036,0.002018,8.088,2,1
S038,59,S038_059.wav,S038_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලන්ට අලුක්මයක් හොයාගන්න වෙනවා.,0.5714,0.1143,1,2,long,3.861,3.488,1,0.224,0.0778,0.004028,10.034,2,1
S038,60,S038_060.wav,S038_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මම එනතුරු බලාගෙන හිටිය.,0.4286,0.0333,0,2,long,3.84,3.136,1,0.576,0.081,0.002393,9.566,2,1
S038,61,S038_061.wav,S038_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආඩංචි වුණා නජතුමාගේ ගොහාවලග අනතුරක් කියලාක්,0.625,0.1579,1,2,long,4.779,4.363,0,0.0,0.0912,0.001733,8.71,2,1
S038,62,S038_062.wav,S038_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,බෑ ආටකට පසු ඔවුන්ට පියාපත් සලන අඩක් ඇසිණි.,0.375,0.1714,1,1,long,5.333,4.917,1,0.32,0.1021,0.003387,7.118,2,1
S038,63,S038_063.wav,S038_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුරුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියනවා.,0.2857,0.075,0,1,long,4.907,4.48,1,0.192,0.0926,0.004224,8.929,2,1
S038,64,S038_064.wav,S038_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔබට දින හතරක් දෙමිත්,0.25,0.1333,1,1,short,2.048,1.888,0,0.0,0.0681,0.003443,7.945,2,0
S038,65,S038_065.wav,S038_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරුතුමා බෙහෙවීන් සතුටට පත් වියක්,0.4,0.1071,1,1,short,3.669,3.008,1,0.32,0.1051,0.003977,9.309,2,0
S038,66,S038_066.wav,S038_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පේන්නේ කොමක් දැයි මම ඇසුවෙමි.,0.4,0.037,0,1,short,3.797,3.36,0,0.0,0.0906,0.004533,8.036,2,0
S038,67,S038_067.wav,S038_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතැන තමයි හොදුම තැන,0.25,0.125,1,1,short,2.091,1.728,0,0.0,0.0747,0.004932,9.259,2,0
S038,68,S038_068.wav,S038_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාචය කාචය සකස් කරැ නැවත බැලුවාය.,0.5,0.2609,1,2,long,4.736,3.744,1,0.608,0.1254,0.003304,6.143,2,1
S039,1,S039_001.wav,S039_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,එයාළු හැමු දෙනාම නිදහත් සුසරෙ බැලුවා,1.0,0.3125,1,2,short,3.2,2.976,0,0.0,0.0736,0.003254,10.753,2,0
S039,2,S039_002.wav,S039_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිඳු යාළුවොත් එක මිදුලේ සෙල්ලම් කරමින් සිටියක්,0.2857,0.0952,0,1,long,3.776,3.36,0,0.0,0.0789,0.003229,12.5,2,1
S039,3,S039_003.wav,S039_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේ නිදහන්සුසුවේ,0.5,0.3333,1,2,short,2.475,2.304,0,0.0,0.084,0.002955,7.813,2,0
S039,4,S039_004.wav,S039_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂයේ තුළේ සති දෙකක් ඉතෙර හිඩියා.,0.5714,0.1724,1,2,long,3.221,3.008,0,0.0,0.0823,0.004828,9.641,2,1
S039,5,S039_005.wav,S039_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොකියීමෙන් මිනිසා සම්පූර්ණ වේ.,0.4,0.1034,1,1,short,3.285,3.221,0,0.0,0.071,0.003446,9.002,2,0
S039,6,S039_006.wav,S039_006_mel.npy,මුහුද හරිම ලස්සනයි,මුහුද හැරිම ලක්සනයි,0.6667,0.125,1,2,short,2.133,1.952,0,0.0,0.0676,0.004918,8.197,2,0
S039,7,S039_007.wav,S039_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම් එකට අත්තර්ලා ගන්නෙ,0.8,0.2,1,2,short,2.581,2.368,0,0.0,0.0766,0.007752,8.446,2,0
S039,8,S039_008.wav,S039_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම එනම් නාගෙන එන්න.,0.5,0.2105,1,2,short,2.624,2.208,0,0.0,0.0682,0.005895,8.605,2,0
S039,9,S039_009.wav,S039_009_mel.npy,අපි අද පොල් කැඩුවා,අපි අද පුල කැඩුව,0.5,0.2,1,2,short,2.453,1.92,0,0.0,0.0699,0.002936,7.812,2,0
S039,10,S039_010.wav,S039_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි හිනාවෙන්නේ මට රාජ වෙන්න වැයිව,0.5714,0.1481,1,2,long,3.413,2.848,0,0.0,0.0711,0.004834,9.831,2,1
S039,11,S039_011.wav,S039_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ වුනාද ලියාගත්තේ,0.5,0.1111,1,2,long,3.605,3.264,0,0.0,0.0816,0.00238,8.272,2,1
S039,12,S039_012.wav,S039_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙත්තර පරක්වුණේයි,0.8,0.2083,1,2,short,2.88,2.4,0,0.0,0.0769,0.00225,10.0,2,0
S039,13,S039_013.wav,S039_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසක් අමා අශ්‍රපැටියගෙන් උදවුරක් එළුවා.,0.8333,0.2632,1,2,long,4.288,3.488,0,0.0,0.0915,0.00194,10.894,2,1
S039,14,S039_014.wav,S039_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔය දොඟ හරි නැඹුරුයි,0.5,0.2,1,2,short,2.304,1.92,0,0.0,0.0728,0.004958,7.812,2,0
S039,15,S039_015.wav,S039_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,වශ්ව පැටියා ඉක්මනින් ගෙතර නොද කළා අමා පුදුම වුණා.,0.5556,0.1778,1,2,long,4.949,4.416,1,0.192,0.0862,0.002325,10.19,2,1
S039,16,S039_016.wav,S039_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිටුතුමනි ඇපිට අනුකම්පා කරනු මෙනවා.,0.4,0.1379,1,1,short,4.843,3.872,1,0.192,0.0823,0.003467,7.748,2,0
S039,17,S039_017.wav,S039_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,බරින් අඩි ඔන්නේ ගසක මුලකොටසද,0.8333,0.16,1,2,long,3.413,2.72,0,0.0,0.0806,0.002149,9.191,2,1
S039,18,S039_018.wav,S039_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රයිට් සහෝදර්යයන්ගේ පියා ඔවුන් පුචිකාලයේති කටස ශිර්සා රබර් පටිවළින් සෙල්ලම අස්යනා තනා දුනේය.,0.6,0.2099,1,2,long,11.008,9.632,2,0.32,0.0897,0.002099,8.409,2,1
S039,19,S039_019.wav,S039_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,පසු කාලෙකෝ හු බයිසික ලොඩ පොලක් යනවූහ.,0.8571,0.3611,2,2,long,4.651,3.776,0,0.0,0.088,0.002923,9.534,2,1
S039,20,S039_020.wav,S039_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,දන් හැමෝ අඩි වෙන,1.0,0.3333,1,2,short,1.792,1.664,0,0.0,0.0734,0.002952,10.817,2,0
S039,21,S039_021.wav,S039_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි ඊලගතාසේ තවත් හෙල්ලමක් කරමු.,0.5,0.1538,1,2,long,2.667,2.464,0,0.0,0.0822,0.002242,10.552,2,1
S039,22,S039_022.wav,S039_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහින අප නින්දීරී දහකින සිහින නොවේ,0.4444,0.1818,1,2,long,3.883,3.296,0,0.0,0.0791,0.005651,10.012,2,1
S039,23,S039_023.wav,S039_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ ළමගින් දොටය.,0.75,0.3333,1,2,short,2.027,1.739,0,0.0,0.0732,0.00581,6.902,2,0
S039,24,S039_024.wav,S039_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුජිදරිය අයකේ ප්‍රිරම වැඩිටි නෙව්ගය යොගෙන පසුහලිගෙසේ කී යාය.,0.9167,0.4,2,2,long,5.845,5.408,0,0.0,0.0786,0.003408,10.17,2,1
S039,25,S039_025.wav,S039_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,ඉන්දූර මගින් කතා කීම ඇතකා ලේ සිත පැවිතෙන ක්‍රමයකි.,0.6,0.1905,1,2,long,4.885,4.256,0,0.0,0.0814,0.003187,9.868,2,1
S039,26,S039_026.wav,S039_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මොකුළුවා තැන්වී සේ හැඟුණා.,1.0,0.3636,2,2,short,2.56,2.208,0,0.0,0.0793,0.003824,9.964,2,0
S039,27,S039_027.wav,S039_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළිය ලසන ජැල්ල මේ කිටරින හිටියා,0.8333,0.4118,2,2,long,3.221,2.784,0,0.0,0.0751,0.004504,12.213,2,1
S039,28,S039_028.wav,S039_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,අතන මගදී ඉතාම භයානකදයස් විදු වුණා.,1.0,0.1379,1,2,short,3.563,3.179,0,0.0,0.0802,0.004159,9.123,2,0
S039,29,S039_029.wav,S039_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සර්පයා මහා විශාලයට කටරියා,0.6,0.087,0,2,short,2.923,2.592,1,0.224,0.0992,0.002403,8.873,2,0
S039,30,S039_030.wav,S039_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,ටිකා කිතලා වලන්නකෝ,1.0,0.2353,1,2,short,2.261,1.888,0,0.0,0.075,0.004443,9.004,2,0
S039,31,S039_031.wav,S039_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් එයන,0.5,0.3077,1,2,short,1.728,1.44,1,0.16,0.0644,0.003728,9.028,2,0
S039,32,S039_032.wav,S039_032_mel.npy,පස්වැනි ගුණාංගය,පසැනි ගුණංගය,1.0,0.2143,1,2,short,2.069,1.76,0,0.0,0.0744,0.002842,7.955,2,0
S039,33,S039_033.wav,S039_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,වරණ ස්ණුවර සිටුරේ කරසය කරියි.,1.0,0.3929,2,2,short,3.157,3.136,0,0.0,0.0792,0.004259,8.929,2,0
S039,34,S039_034.wav,S039_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,මායක සිටුත්තුමා මෙසේ ප්‍රිතුර දුන්නේය.,0.75,0.4074,2,2,short,4.864,4.32,0,0.0,0.087,0.004856,6.25,2,0
S039,35,S039_035.wav,S039_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේරවිලි වර්ග කිහිවයක් තිබේ.,0.25,0.0435,0,1,short,2.731,2.24,0,0.0,0.0664,0.005418,10.268,2,0
S039,36,S039_036.wav,S039_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සියා සකත්දර කීමට සමතිකි.,0.6,0.1739,1,2,short,3.883,3.488,0,0.0,0.098,0.005176,6.594,2,0
S039,37,S039_037.wav,S039_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මංගදී අම්බලමග නතරුණා,0.6667,0.12,1,2,long,3.584,3.296,0,0.0,0.0749,0.003479,7.585,2,1
S039,38,S039_038.wav,S039_038_mel.npy,හරි අපූරු කතාවක්,හරි අපූරු හතා ආයි.,0.6667,0.2857,1,2,short,1.792,1.504,0,0.0,0.072,0.010332,9.309,2,0
S039,39,S039_039.wav,S039_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,අටුසාගේ කාර්ණය රතන් මෙන්දා වගෙයි,0.8,0.3667,2,2,short,3.584,3.296,0,0.0,0.0902,0.001661,9.102,2,0
S039,40,S039_040.wav,S039_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරුතුමා කියේය.,0.3333,0.1176,1,1,short,2.219,1.824,0,0.0,0.0707,0.006429,9.32,2,0
S039,41,S039_041.wav,S039_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අබ්ද පුස්තකාල පන්තියක් කරුමු,0.5,0.1364,1,2,short,2.731,2.208,0,0.0,0.0787,0.00245,9.964,2,0
S039,42,S039_042.wav,S039_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරේක ඇල්ලිය ගිවතුනෙමි.,0.8,0.3478,1,2,short,4.245,3.232,2,0.4,0.0672,0.007946,7.116,2,0
S039,43,S039_043.wav,S039_043_mel.npy,බෙලි කටුව කතා කරයි,බිලිකටුව කතා කරයි.,0.5,0.0667,0,2,short,1.92,1.664,0,0.0,0.0731,0.005845,9.014,2,0
S039,44,S039_044.wav,S039_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සතිය අන්තේ නිවාඬුවට විඳුලා ගමේියා,0.8333,0.2,1,2,long,3.221,2.976,0,0.0,0.0776,0.001402,10.081,2,1
S039,45,S039_045.wav,S039_045_mel.npy,මොනවාද ඒවායේ නම්,මොනාද ඒයගෙනම්,1.0,0.3571,2,2,short,2.56,2.048,0,0.0,0.0732,0.0064,6.836,2,0
S039,46,S039_046.wav,S039_046_mel.npy,නංගි උත්තර දුන්නා,නංගි යුත්තර හුන්නා.,0.6667,0.2,1,2,short,1.984,1.408,0,0.0,0.07,0.004382,10.653,2,0
S039,47,S039_047.wav,S039_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන අතමා,0.3333,0.2667,1,1,short,2.027,1.739,0,0.0,0.0751,0.006689,8.627,2,0
S039,48,S039_048.wav,S039_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇයගේ කපුරීම පුදුමාකාරයේ,0.6667,0.2,1,2,short,2.837,2.72,0,0.0,0.0734,0.002932,7.353,2,0
S039,49,S039_049.wav,S039_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරමි උතුකම් මිනිසාට සේවය කිරිමු.,0.5,0.1515,1,2,long,3.947,3.627,0,0.0,0.078,0.004114,9.099,2,1
S039,50,S039_050.wav,S039_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අග්සි මේ වන විට පැය දුළහක් කඩකර පැය දුළහක් ඉවයක ගත්තා,0.5,0.2326,1,2,long,4.373,4.032,0,0.0,0.0759,0.003441,10.665,2,1
S039,51,S039_051.wav,S039_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප අවුණුත් පුත්මයට පත්ත්තිරිවින්නාට පනාවක්,0.8571,0.4688,2,2,long,4.416,3.872,0,0.0,0.0791,0.0044,8.264,2,1
S039,52,S039_052.wav,S039_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,දුගන්දවත් කුෂ්පයෝ අපගේ සූයිරියෝ ය.,1.0,0.1935,1,2,short,3.733,3.104,0,0.0,0.079,0.004504,9.987,2,0
S039,53,S039_053.wav,S039_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාව අපගේ සොහිරිවෝ වෙති,0.5,0.2273,1,2,short,3.136,2.752,0,0.0,0.0804,0.007435,7.994,2,0
S039,54,S039_054.wav,S039_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගේ මට නොදී කිසිවක් නොකනවැතැයි මට සිතේ,0.375,0.0882,0,1,long,3.925,3.392,0,0.0,0.0838,0.002696,10.024,2,1
S039,55,S039_055.wav,S039_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගී උදේ පාන්දිරයෙවි නැගිටි,0.75,0.32,1,2,short,2.56,2.4,0,0.0,0.0674,0.005092,10.417,2,0
S039,56,S039_056.wav,S039_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඇය මාගේ දෙයනුවිට පසනු ඇත,0.8571,0.3333,1,2,long,3.371,2.784,1,0.288,0.0853,0.006087,6.466,2,1
S039,57,S039_057.wav,S039_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතන සදහා භාවිත කරන උපකරන ඉකින්නක විස්තර කරද්දී ළමයි සහා ගොදානව ආසා සිටියා,0.6923,0.1774,1,2,long,7.787,6.944,1,0.416,0.082,0.003182,8.929,2,1
S039,58,S039_058.wav,S039_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ලමයි පොල්ටල්ලි හිදීමට භාවිත කරන්න සෙක්කුව අසලට රැසූහ.,0.5556,0.2045,1,2,long,5.995,4.928,1,0.32,0.0914,0.004487,8.929,2,1
S039,59,S039_059.wav,S039_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලට අලු ක්‍රමය හොයලන්න වෙනහ.,0.8571,0.2857,1,2,long,3.627,3.232,0,0.0,0.0718,0.004712,10.829,2,1
S039,60,S039_060.wav,S039_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මම එන්න තුරු වලන්න ඉටියා,0.5714,0.2667,1,2,long,3.392,3.2,0,0.0,0.0661,0.003017,9.375,2,1
S039,61,S039_061.wav,S039_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචිවුණා ලැතුමගේ ගුහා වලගා නිතුරක් කියලා.,0.75,0.1579,1,2,long,4.523,3.904,0,0.0,0.0884,0.002501,9.734,2,1
S039,62,S039_062.wav,S039_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,අය අටකට පසු ඔවුන්ට කියා ප්‍රළණ අඩක් ඇසිනි,0.5,0.2286,1,2,long,4.629,4.0,2,0.208,0.0854,0.00307,8.75,2,1
S039,63,S039_063.wav,S039_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන විස්තර දැනගන්න පොහව ක්‍රමතියනවා,0.4286,0.075,0,2,long,3.883,3.616,0,0.0,0.0769,0.004633,11.062,2,1
S039,64,S039_064.wav,S039_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔපට වින හතර දෙමින්,1.0,0.4,2,2,short,2.048,1.728,0,0.0,0.0607,0.003699,8.681,2,0
S039,65,S039_065.wav,S039_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුළුතුමා භේවීන් සඳුටට පතිය,1.0,0.2857,1,2,short,2.688,2.496,0,0.0,0.0687,0.003232,11.218,2,0
S039,66,S039_066.wav,S039_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබල්ට පේරෙන්නෙකුමක්දැයි මම අසුවමි,0.8,0.2593,1,2,short,3.477,2.944,1,0.16,0.0801,0.002183,9.171,2,0
S039,67,S039_067.wav,S039_067_mel.npy,මෙතැන තමයි හොඳම තැන,වෙසන තමයි හොඳවන්සන,0.75,0.4375,2,2,short,2.133,1.877,0,0.0,0.0701,0.00354,8.523,2,0
S039,68,S039_068.wav,S039_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇයි කාචේ සකස් කරට නැවසබැලුවාය.,0.8333,0.2174,1,2,long,2.859,2.656,0,0.0,0.08,0.003313,8.66,2,1
S040,1,S040_001.wav,S040_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,අළුව හැමුදෙනාම නිදා කොස්සවේ බැලුව,1.0,0.3438,1,2,short,4.48,4.096,0,0.0,0.0966,0.002208,7.812,2,0
S040,2,S040_002.wav,S040_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,හල්දුයානුවත් එක මෙජුලේ සෙල්ලම්කර් සිටියා,0.8571,0.3095,1,2,long,4.437,3.829,1,0.448,0.0773,0.004395,10.968,2,1
S040,3,S040_003.wav,S040_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපෙන් රටේ නිදහස් උස්සවයම,0.5,0.2778,1,2,short,3.008,2.656,1,0.352,0.1163,0.003764,6.777,2,0
