child_id,annotation_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,character_shape_consistency,character_proportion_variation,upper_lower_balance,character_spacing_variation,word_spacing_variation,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,shape_score,proportion_score,balance_score,character_spacing_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_shape_rating,teacher_proportion_rating,teacher_structural_balance_rating,teacher_character_spacing_rating,teacher_stroke_thickness_rating,teacher_density_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
540,SIN-ANN-0540,0.554647,0.527174,85.917778,14.871022,1.252542,0.195013,0.124885,0.646573,0.983966,897.182146,0.518696,0.583203,0.36963,0.561252,0.531908,24.015582,566.696506,3.467846,63.573533,11.736084,2,1,4,1,1,1,3,1,1,2,1,1,1,1,5,4,3,5,2.02,Below Average,3,2,2,1,1,1,3,3,2,2,3,1,2,2,2.13,Below Average,0.11
541,SIN-ANN-0541,0.784699,0.89544,104.207846,15.056409,1.290894,0.096749,0.223547,0.418996,0.927198,541.149328,0.517322,0.338674,0.40506,0.535986,0.789923,19.332946,405.069698,11.921278,132.46764,21.849133,1,1,4,1,2,1,2,1,1,2,3,2,2,1,5,5,5,5,2.25,Below Average,1,1,1,1,4,2,2,2,3,1,2,1,2,3,1.74,Below Average,-0.51
542,SIN-ANN-0542,0.347682,0.398089,118.208146,7.21634,0.752412,0.098656,0.342329,0.568849,0.45194,742.412827,0.482407,0.271214,0.95196,0.345501,0.331928,11.16479,365.445011,14.726519,123.833119,28.556578,4,2,5,1,2,2,3,3,1,2,3,5,3,1,5,5,5,5,3.09,Average,3,4,4,4,5,4,3,3,5,5,4,5,4,4,4.17,Good,1.08
543,SIN-ANN-0543,0.050794,0.384589,51.750131,3.39679,0.321172,0.099116,0.440499,0.6988,0.33296,81.090108,0.98,0.409459,0.773861,0.367955,0.02,20.877781,636.128487,3.800036,100.503859,13.131864,5,2,5,3,2,2,3,4,5,5,2,4,3,1,5,5,5,5,3.65,Good,5,4,5,5,5,4,4,5,4,5,4,5,5,4,4.5,Very Good,0.85
544,SIN-ANN-0544,0.257337,0.223365,45.646061,10.136779,0.618577,0.100273,0.432833,0.731313,0.413565,458.697641,0.607068,0.404035,0.699085,0.390817,0.298638,28.741191,529.021899,2,116.19204,21.837023,4,3,5,2,1,2,4,3,2,3,2,3,3,2,5,3,5,5,3.18,Average,5,4,4,2,4,4,5,4,3,4,3,4,4,5,3.91,Good,0.73
545,SIN-ANN-0545,0.423,0.305897,57.319841,6.751855,0.690549,0.079618,0.367519,0.616609,0.216724,290.111509,0.748986,0.414716,0.81665,0.218618,0.430512,19.693779,525.240182,33.652478,57.254039,20.128603,3,2,5,1,2,2,3,4,3,4,2,4,4,1,5,5,3,5,3.12,Average,4,5,4,3,5,3,3,4,4,5,5,5,4,4,4.15,Good,1.03
546,SIN-ANN-0546,0.244606,0.190156,51.185583,0,0.474608,0.087054,0.534372,0.746492,0.391258,363.900456,0.979583,0.295389,0.765732,0.454081,0.176151,22.754836,343.559978,3.534302,130.845388,36.007967,4,3,5,2,2,3,4,3,2,5,3,4,2,1,5,5,5,5,3.47,Average,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4.5,Very Good,1.03
547,SIN-ANN-0547,0.373208,0.264261,1.187252,10.463659,0.632312,0.072535,0.349772,0.846351,0.329199,534.60367,0.801712,0.297999,0.691399,0.252416,0.421086,21.671991,23.956294,5.260762,38.543758,0.37212,3,3,5,2,2,2,4,4,1,4,3,3,3,1,1,5,2,1,2.84,Average,4,4,4,4,4,3,5,4,4,4,4,5,4,5,3.96,Good,1.12
548,SIN-ANN-0548,0.424247,0.380767,106.753938,6.83326,0.201069,0.134554,0.488496,0.826591,0.470365,1005.123483,0.663029,0.351845,0.461441,0.409987,0.409692,26.59127,501.72924,30.194713,94.144359,4.381748,3,2,5,4,1,3,4,3,1,3,3,2,2,2,5,5,5,5,3.21,Average,3,3,5,4,3,4,5,3,3,3,4,4,4,4,4.09,Good,0.88
549,SIN-ANN-0549,0.492449,0.515284,73.587833,13.860649,1.073388,0.126529,0.260246,0.473229,0.656567,716.770513,0.612044,0.536322,0.678208,0.399939,0.493483,17.580816,386.272388,5.964852,102.982728,8.982104,3,1,4,1,1,1,2,2,1,3,1,3,3,1,5,5,5,5,2.48,Below Average,3,2,3,2,3,2,2,3,3,3,3,3,3,2,2.79,Average,0.31
550,SIN-ANN-0550,0.490496,0.334648,90.878351,8.977901,0.182034,0.141923,0.379876,0.590875,0.599548,351.961402,0.800759,0.450714,0.812571,0.166318,0.529523,11,532.676657,2,98.059616,20.939082,3,2,5,4,1,2,3,2,2,4,2,4,4,1,5,3,5,5,3.18,Average,3,4,5,5,3,3,3,4,3,4,5,4,5,4,3.5,Good,0.32
551,SIN-ANN-0551,0.429504,0.238794,17.30984,9.939493,0.988957,0.071423,0.423886,0.4815,0.573667,384.778269,0.725753,0.162944,0.684012,0.387922,0.390601,15.799295,30,9.873376,45.087279,24.922771,3,3,5,1,2,2,2,2,2,4,4,3,3,1,1,5,2,5,2.81,Average,4,5,3,4,5,4,3,4,5,4,4,3,4,4,4.48,Good,1.67
552,SIN-ANN-0552,0.361708,0.270671,49.650411,9.25381,0.895832,0.127717,0.52851,0.707145,0.24585,680.946651,0.697401,0.300054,0.500158,0.287545,0.39171,20.758403,91.752216,7.176252,97.028474,29.728665,3,3,5,1,1,3,4,4,1,3,3,2,3,1,3,5,5,5,3.01,Average,4,4,4,4,4,5,4,4,4,3,5,4,4,4,4.1,Good,1.09
553,SIN-ANN-0553,0.497907,0.488329,133.286417,9.083817,1.28222,0.130321,0.246087,0.41478,0.478183,1066.440966,0.430624,0.259569,0.517627,0.43932,0.52889,21.494077,429.904821,13.848935,122.335221,26.162548,3,1,5,1,1,1,2,3,1,2,3,2,2,1,5,5,5,5,2.57,Below Average,3,3,1,3,3,2,3,2,4,2,3,4,2,4,2.68,Average,0.11
554,SIN-ANN-0554,0.473176,0.407005,37.552663,12.296842,0.700452,0.096403,0.444876,0.707862,0.499232,454.74034,0.669916,0.278669,0.600918,0.436854,0.497038,25.808702,412.291542,24.706831,81.927742,0.2,3,2,4,1,2,2,4,3,2,3,3,3,2,2,5,5,4,1,2.76,Average,3,3,3,4,5,4,4,3,4,3,4,4,4,4,4.08,Good,1.32
555,SIN-ANN-0555,0.744383,0.740866,54.677089,10.619101,1.441745,0.129635,0.133203,0.48779,0.75415,1412.234612,0.714696,0.701044,0.485143,0.71951,0.732882,30.338686,878.914895,11.215814,86.411386,0.2,1,1,5,1,1,1,2,1,1,4,1,2,1,2,5,5,5,1,2.12,Below Average,1,2,2,1,2,1,3,3,1,2,1,1,1,2,1.81,Below Average,-0.31
556,SIN-ANN-0556,0.457103,0.346902,60.398412,15.714156,1.207345,0.155392,0.303236,0.617154,0.755895,849.67104,0.906187,0.578072,0.413567,0.565861,0.481439,11,54.341264,41.563867,56.718901,14.46134,3,2,4,1,1,2,3,1,1,5,1,2,1,1,2,5,3,5,2.37,Below Average,2,3,1,2,2,2,3,4,2,2,2,2,3,2,2.15,Below Average,-0.22
557,SIN-ANN-0557,0.452562,0.657599,118.478914,7.662886,1.645411,0.174264,0.127037,0.377953,0.795877,1114.727421,0.259257,0.738007,0.374636,0.748457,0.451638,24.665569,30,12.017482,76.521452,21.256218,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1.97,Below Average,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1.2,Poor,-0.77
558,SIN-ANN-0558,0.243144,0.175116,99.50432,7.981852,0.503311,0.083347,0.371983,0.677423,0.553711,527.289472,0.903789,0.367653,0.598148,0.212977,0.228005,13.535504,367.27215,12.819136,78.993148,23.09618,4,4,5,2,2,2,3,2,1,5,3,3,4,1,5,5,4,5,3.36,Average,4,3,4,3,4,4,4,4,4,3,5,3,3,5,3.6,Good,0.24
559,SIN-ANN-0559,0.38635,0.406435,80.209428,10.380164,0.594083,0.109142,0.226776,0.502015,0.482326,744.963713,0.636552,0.444244,0.701411,0.30993,0.408022,11,89.483627,9.948693,118.807972,40.319267,3,2,5,2,1,1,2,3,1,3,2,4,3,1,2,5,5,5,2.77,Average,4,3,4,3,3,3,2,4,3,3,3,4,2,4,3.49,Average,0.72
560,SIN-ANN-0560,0.687905,0.614942,135.477944,9.867887,1.295583,0.146998,0.160529,0.414408,0.836412,1111.820668,0.463338,0.729789,0.249667,0.706823,0.74301,12.040256,30,19.357707,124.957361,4.153569,2,1,5,1,1,1,2,1,1,2,1,1,1,1,1,5,5,5,2.02,Below Average,2,2,2,3,2,2,2,2,1,1,2,2,1,1,1.85,Below Average,-0.17
561,SIN-ANN-0561,0.568486,0.561081,155.270818,5.791462,0.707848,0.180593,0.390828,0.519838,0.537829,625.683622,0.629269,0.471207,0.548165,0.551801,0.580293,24.457014,344.964368,13.406924,130.673196,19.259211,2,1,5,1,1,2,2,2,1,3,2,2,1,1,5,5,5,5,2.43,Below Average,3,2,3,4,2,3,3,3,3,3,3,4,4,2,2.99,Average,0.56
562,SIN-ANN-0562,0.221089,0.153359,20.77707,10.241778,0.379186,0.100805,0.368075,0.741938,0.207448,245.420886,0.98,0.186451,0.814607,0.124579,0.19702,31.375634,419.905608,28.484965,54.462755,52.186546,4,4,5,3,1,2,4,4,3,5,4,4,5,2,5,5,3,5,3.8,Good,5,5,5,4,4,3,4,5,4,4,5,5,4,4,4.33,Good,0.53
563,SIN-ANN-0563,0.312426,0.277214,78.676621,14.583074,0.797371,0.115672,0.331771,0.612873,0.482998,910.334758,0.666425,0.335,0.565231,0.344456,0.242697,20.219224,746.040364,20.885374,108.242873,44.162116,4,3,4,1,1,2,3,3,1,3,3,3,3,1,5,5,5,5,2.99,Average,3,3,4,4,3,3,4,3,5,3,4,4,3,2,3.45,Average,0.46
564,SIN-ANN-0564,0.48835,0.270179,100.947369,6.883805,1.066879,0.205675,0.270997,0.350643,0.466409,1050.790628,0.404929,0.52111,0.382554,0.425634,0.463393,14.652095,712.880481,2,143.972026,17.538448,3,3,5,1,1,1,1,3,1,2,1,1,2,1,5,3,5,5,2.46,Below Average,2,3,3,1,1,2,1,1,2,2,3,3,2,2,1.98,Below Average,-0.48
565,SIN-ANN-0565,0.314354,0.565999,82.358711,9.570198,1.635385,0.144385,0.161025,0.493204,0.789499,960.286951,0.466676,0.664242,0.447152,0.730057,0.210125,19.858572,538.291156,16.393134,100.432855,20.894464,4,1,5,1,1,1,2,1,1,2,1,2,1,1,5,5,5,5,2.4,Below Average,4,3,1,2,3,1,2,2,1,2,2,1,3,2,1.74,Below Average,-0.66
566,SIN-ANN-0566,0.285461,0.32524,20.580752,2.19809,0.504689,0.093604,0.52769,0.552675,0.421972,113.676648,0.855186,0.43648,0.680053,0.197599,0.24091,31.680626,30,7.735769,83.83577,0.2,4,2,5,2,2,3,3,3,4,5,2,3,4,2,1,5,4,1,3.11,Average,5,4,5,5,4,5,3,4,4,4,4,5,5,4,4.49,Good,1.38
567,SIN-ANN-0567,0.307159,0.291697,57.910464,13.416644,0.813566,0.101387,0.370801,0.561471,0.440105,460.640131,0.685982,0.412054,0.758842,0.294696,0.296297,20.729662,545.945628,28.089947,89.872984,18.378816,4,3,4,1,1,2,3,3,2,3,2,4,3,1,5,5,5,5,3.04,Average,3,4,4,4,4,3,3,4,4,4,5,4,5,4,3.92,Good,0.88
568,SIN-ANN-0568,0.480225,0.450562,149.925911,10.917686,1.276126,0.103722,0.317491,0.485881,0.680624,940.285176,0.523938,0.396916,0.762727,0.230208,0.446763,24.763524,138.247301,8.859075,46.21395,16.344557,3,1,5,1,1,2,2,2,1,2,2,4,4,1,4,5,2,5,2.56,Below Average,3,2,4,4,4,3,2,3,3,4,4,3,3,4,3.2,Average,0.64
569,SIN-ANN-0569,0.067594,0.445758,93.412325,2.308947,0.502482,0.073539,0.496349,0.617186,0.262185,698.893208,0.671304,0.483334,0.565665,0.381186,0.125522,27.698875,740.568225,33.473141,134.622764,12.363091,5,2,5,2,2,3,3,4,1,3,2,3,3,2,5,5,5,5,3.31,Average,5,3,4,5,4,4,3,4,4,3,4,4,3,5,3.78,Good,0.47
570,SIN-ANN-0570,0.5926,0.494541,103.584051,8.286072,1.09985,0.135051,0.500629,0.645925,0.722595,590.662871,0.794922,0.591304,0.807133,0.352316,0.569195,23.714666,30,18.29661,48.085131,24.65337,2,1,5,1,1,3,3,1,1,4,1,4,3,1,1,5,2,5,2.4,Below Average,2,3,2,4,3,4,3,4,2,4,4,3,4,3,3.48,Average,1.08
571,SIN-ANN-0571,0.120315,0.3291,62.660485,8.634034,1.095218,0.123934,0.28051,0.476261,0.606611,725.215546,0.623989,0.389422,0.625239,0.592187,0.084612,13.455357,102.014483,6.610496,44.340835,2.460553,5,2,5,1,1,1,2,2,1,3,2,3,1,1,3,5,2,3,2.5,Below Average,4,4,2,3,3,2,3,3,2,2,2,3,3,4,2.5,Average,0
572,SIN-ANN-0572,0.568148,0.348824,107.075694,14.291806,0.651494,0.139613,0.448047,0.497502,0.334252,783.660143,0.531482,0.323905,0.789864,0.557262,0.596161,27.236291,460.242705,19.206531,96.16933,30.113954,2,2,4,1,1,2,2,4,1,2,3,4,1,2,5,5,5,5,2.67,Below Average,3,3,4,2,3,3,2,2,4,4,2,4,3,3,3.47,Average,0.8
573,SIN-ANN-0573,0.534896,0.261088,68.449099,11.844689,1.008103,0.05674,0.432334,0.593852,0.387082,25,0.876401,0.229783,0.869755,0.411824,0.524469,27.198191,492.59161,23.308086,74.835948,27.991765,2,3,5,1,3,2,3,3,5,5,4,5,2,2,5,5,4,5,3.4,Average,4,4,3,3,5,4,3,5,4,5,3,5,5,3,3.64,Good,0.24
574,SIN-ANN-0574,0.218783,0.170823,41.607253,3.262734,0.957711,0.132867,0.465265,0.496786,0.600295,378.345705,0.741425,0.299906,0.667994,0.31639,0.22866,12.456525,293.960105,20.076872,139.101172,0.2,4,4,5,1,1,3,2,2,2,4,3,3,3,1,5,5,5,1,3.06,Average,4,4,4,4,3,4,3,4,4,4,5,3,5,4,4.16,Good,1.1
575,SIN-ANN-0575,0,0.445298,48.113478,10.233928,0,0.137228,0.428576,0.830646,0.278235,25,0.759066,0.324299,0.675413,0.200173,0.02,21.485329,134.955235,16.714217,41.704266,26.589186,5,2,5,5,1,2,4,4,5,4,3,3,4,1,4,5,2,5,3.67,Good,5,4,5,5,4,4,4,4,5,3,5,5,5,4,4.5,Very Good,0.83
576,SIN-ANN-0576,0.448115,0.653218,118.33247,10.697971,0.861483,0.113877,0.251585,0.705239,0.654827,1189.59519,0.853918,0.573419,0.541749,0.295071,0.437592,31.781945,64.883452,8.491078,85.942546,28.431002,3,1,5,1,1,1,4,2,1,5,1,2,3,2,2,5,5,5,2.64,Below Average,3,2,3,4,4,2,4,4,2,3,3,3,2,3,3.02,Average,0.38
577,SIN-ANN-0577,0.486708,0.782994,99.303569,14.835556,1.38952,0.207646,0.127255,0.492259,0.77101,1204.309381,0.152063,0.686577,0.545539,0.495615,0.472069,27.468773,744.146592,16.380014,103.459871,10.720373,3,1,4,1,1,1,2,1,1,1,1,2,2,2,5,5,5,5,2.27,Below Average,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,Poor,-1.27
578,SIN-ANN-0578,0.652002,0.747407,68.69213,18.209503,1.910247,0.166015,0.10685,0.272594,0.811906,1545.099846,0.211421,0.506548,0.352564,0.752511,0.617153,27.868095,206.463787,23.941925,43.584899,18.991858,2,1,4,1,1,1,1,1,1,1,2,1,1,2,5,5,2,5,1.96,Below Average,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Poor,-0.96
579,SIN-ANN-0579,0.317017,0.197707,72.330875,7.399734,0.475368,0.129313,0.467222,0.516491,0.525577,1111.897906,0.613273,0.351531,0.724973,0.351183,0.337181,27.119658,236.33119,35.126404,26.013122,17.550875,4,3,5,2,1,3,2,2,1,3,3,4,3,2,5,5,1,5,3.05,Average,5,4,4,4,4,4,2,3,5,4,4,4,3,4,3.78,Good,0.73
580,SIN-ANN-0580,0.105275,0.074241,72.579225,3.475009,1.108564,0.142176,0.271118,0.774225,0.452709,451.680435,0.801293,0.345598,0.313072,0.231914,0.144208,16.738593,574.927032,21.119403,73.869974,24.993047,5,5,5,1,1,1,4,3,2,4,3,1,4,1,5,5,4,5,3.35,Average,5,5,3,5,3,3,4,4,4,2,5,5,4,4,3.89,Good,0.54
581,SIN-ANN-0581,0.581508,0.726877,159.258644,16.607132,0.896753,0.143954,0.375993,0.34408,0.628228,732.846427,0.437751,0.662611,0.514938,0.566075,0.632522,20.417002,225.987013,7.616133,44.986494,20.251428,2,1,4,1,1,2,1,2,1,2,1,2,1,1,5,5,2,5,2.07,Below Average,2,1,3,2,2,4,1,2,1,3,2,3,2,2,2.12,Below Average,0.05
582,SIN-ANN-0582,0.896265,0.618535,119.518874,11.053063,1.922044,0.210536,0.186468,0.329147,0.820374,1219.036666,0.120654,0.648235,0.268298,0.819375,0.897413,21.074162,48.359916,6.375244,31.479705,4.384316,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1.67,Poor,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1.49,Poor,-0.18
583,SIN-ANN-0583,0.23164,0.260169,53.142073,7.636258,0.432511,0.099489,0.531695,0.774885,0.521262,353.55213,0.759981,0.192884,0.689494,0.430649,0.247641,18.676839,358.447147,18.855601,62.38086,43.3471,4,3,5,3,2,3,4,2,2,4,4,3,2,1,5,5,3,5,3.37,Average,5,4,5,4,5,5,4,4,5,4,4,5,5,5,4.69,Very Good,1.32
584,SIN-ANN-0584,0.424097,0.336674,70.558616,11.416348,0.460561,0.162195,0.29032,0.431948,0.648199,562.446854,0.708226,0.490776,0.566455,0.257305,0.443645,25.855803,495.485664,34.676812,56.083546,7.279421,3,2,5,2,1,1,2,2,1,4,2,3,3,2,5,5,3,5,2.8,Average,4,3,3,3,4,3,2,3,2,3,5,3,3,4,2.99,Average,0.19
585,SIN-ANN-0585,0.801624,0.733565,121.023256,10.956319,1.615548,0.18729,0.136427,0.316108,0.983275,1376.850217,0.383387,0.78,0.298579,0.673899,0.837863,27.262256,281.519181,22.052033,103.68986,31.469381,1,1,5,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,2.03,Below Average,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1.09,Poor,-0.94
586,SIN-ANN-0586,0.3423,0.466193,110.647694,7.657446,1.134488,0.122263,0.394813,0.534312,0.483502,615.43078,0.644299,0.550619,0.579095,0.498246,0.336765,38.065842,312.256396,14.064671,53.453684,30.624184,4,1,5,1,1,2,2,3,1,3,1,3,2,3,5,5,3,5,2.7,Average,4,3,3,3,3,4,3,3,2,3,3,4,3,3,3.17,Average,0.47
587,SIN-ANN-0587,0,0.230846,101.666866,4.11777,1.037266,0.121845,0.396671,0.570108,0.66533,350.836648,0.696422,0.337471,0.98,0.534718,0.02,19.605191,137.482006,14.056667,104.556873,2.697809,5,3,5,1,1,2,3,2,2,3,3,5,2,1,4,5,5,4,3.14,Average,5,4,4,4,4,4,4,4,4,5,3,3,5,4,3.74,Good,0.6
588,SIN-ANN-0588,0.629855,0.328721,109.295497,11.635638,0.549403,0.134128,0.41125,0.45932,0.547276,743.449491,0.589359,0.456695,0.504981,0.470388,0.629796,24.568833,390.604772,19.336017,66.434485,42.846555,2,2,5,2,1,2,2,2,1,3,2,2,2,1,5,5,4,5,2.61,Below Average,2,3,4,2,3,4,2,3,3,2,2,3,4,3,2.71,Average,0.1
589,SIN-ANN-0589,0.652857,0.167988,69.023964,15.619714,0.628038,0.165299,0.204632,0.703445,0.516254,550.066292,0.747526,0.470695,0.516069,0.33987,0.620591,32.808619,368.282728,14.89521,83.493094,26.389963,2,4,4,2,1,1,4,2,1,4,2,2,3,2,5,5,4,5,2.89,Average,2,4,4,2,2,2,4,4,3,3,4,4,4,4,3.31,Average,0.42
590,SIN-ANN-0590,0.472279,0.356755,55.862963,13.141491,0.739303,0.145836,0.294564,0.566608,0.624885,490.378416,0.788151,0.264404,0.505,0.382127,0.449332,19.736479,454.4962,21.351534,78.484487,5.842402,3,2,4,1,1,1,3,2,2,4,3,2,3,1,5,5,4,5,2.73,Average,3,4,3,4,2,3,3,4,5,2,3,4,4,3,3.22,Average,0.49
591,SIN-ANN-0591,0.713117,0.593099,110.319497,16.09791,1.207106,0.151582,0.356599,0.552146,0.518898,1507.972566,0.610148,0.567935,0.653439,0.421907,0.66447,22.951216,367.869197,23.841989,36.977489,37.4158,1,1,4,1,1,2,3,2,1,3,1,3,2,1,5,5,2,5,2.23,Below Average,3,2,2,1,2,3,3,3,2,3,3,3,3,3,2.71,Average,0.48
592,SIN-ANN-0592,0.063405,0.185352,93.879181,7.603382,0.221484,0.130258,0.47359,0.691971,0.372993,373.657479,0.449727,0.46074,0.916604,0.413764,0.132926,16.196677,397.569016,35.503601,90.679105,38.928926,5,3,5,4,1,3,3,3,2,2,2,5,2,1,5,5,5,5,3.48,Average,5,5,5,3,4,5,4,2,3,5,3,5,5,3,4.12,Good,0.64
593,SIN-ANN-0593,0.176978,0.18591,31.992768,4.526883,0.31859,0.078874,0.543115,0.834286,0.256308,538.296656,0.884172,0.251669,0.836786,0.150618,0.164409,17.124902,66.205681,14.382148,43.49027,0.35098,5,3,5,3,2,3,4,4,1,5,3,4,4,1,2,5,2,1,3.34,Average,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4.71,Very Good,1.37
594,SIN-ANN-0594,0.399108,0.374071,57.437171,9.225643,0.483845,0.14996,0.485454,0.819624,0.56299,408.371748,0.802229,0.319514,0.744945,0.241037,0.436191,18.613066,78.761625,1.5,49.042879,2.056601,3,2,5,2,1,3,4,2,2,4,3,4,4,1,2,3,2,3,2.84,Average,3,4,4,5,3,4,5,4,4,4,5,4,4,3,3.9,Good,1.06
595,SIN-ANN-0595,0.574586,0.776095,144.904577,9.694677,1.033829,0.098599,0.23253,0.453717,0.6738,116.215317,0.809251,0.725635,0.47248,0.609812,0.553017,23.408226,30,11.976626,119.049343,29.675378,2,1,5,1,2,1,2,2,4,4,1,2,1,1,1,5,5,5,2.42,Below Average,3,2,2,3,4,2,3,4,1,2,1,2,4,2,2.5,Average,0.08
596,SIN-ANN-0596,0.145996,0.310364,0,4.883395,0.879145,0.076423,0.415078,0.836352,0.20719,531.383503,0.498446,0.080067,0.73835,0.23665,0.176021,34.833526,299.642072,31.58525,105.334676,30.695534,5,2,5,1,2,2,4,4,1,2,5,4,4,2,5,5,5,5,3.42,Average,4,5,4,5,5,4,5,3,5,4,4,5,5,5,4.5,Very Good,1.08
597,SIN-ANN-0597,0.031609,0.332339,31.13984,2.817213,0.661976,0.098657,0.403473,0.826208,0.241987,436.743269,0.719375,0.360993,0.74753,0.301867,0.02,26.232904,273.058629,29.646197,75.91764,0.492024,5,2,5,1,2,2,4,4,2,4,3,4,3,2,5,5,4,1,3.22,Average,5,4,4,5,4,4,5,4,4,4,4,5,5,4,4.49,Good,1.27
598,SIN-ANN-0598,0.488856,0.389453,54.944431,9.828043,0.436076,0.139648,0.295064,0.698731,0.654185,631.72137,0.786956,0.611561,0.450112,0.409232,0.48577,37.584754,301.625517,2,64.835642,37.567479,3,2,5,3,1,1,3,2,1,4,1,2,2,3,5,3,3,5,2.75,Average,3,3,3,3,3,3,4,4,1,3,3,3,3,2,2.83,Average,0.08
599,SIN-ANN-0599,0.346497,0.120825,39.368163,15.695602,0.479888,0.125251,0.512859,0.558723,0.454985,469.541264,0.864752,0.296798,0.633988,0.371628,0.36347,31.486793,640.222329,12.844373,72.316215,25.876308,4,4,4,2,1,3,3,3,2,5,3,3,3,2,5,5,4,5,3.37,Average,4,4,5,3,4,5,3,5,5,3,5,5,3,4,3.92,Good,0.55
600,SIN-ANN-0600,0.138532,0.030146,67.71338,13.119128,0.549256,0.106378,0.367594,0.538602,0.518357,837.979318,0.758996,0.211964,0.768953,0.443189,0.108088,24.509558,524.773468,20.412112,96.699544,3.876623,5,5,4,2,1,2,2,2,1,4,4,4,2,1,5,5,5,4,3.3,Average,5,5,5,4,4,4,3,4,5,5,3,4,5,4,3.89,Good,0.59
601,SIN-ANN-0601,0.204065,0.592277,116.041416,7.46409,1.216831,0.158737,0.33181,0.566881,0.688839,1073.15983,0.71018,0.593672,0.432589,0.465454,0.176051,11,680.624501,16.283225,156.390661,28.935503,4,1,5,1,1,2,3,2,1,4,1,2,2,1,5,5,5,5,2.7,Average,5,3,3,4,3,3,3,3,2,2,3,2,2,3,3.07,Average,0.37
602,SIN-ANN-0602,0.828293,0.755673,31.14696,11.986061,1.342971,0.116192,0.152634,0.480421,0.852928,1044.699597,0.5081,0.708681,0.259735,0.710164,0.890931,20.189336,110.763645,18.741858,115.479483,0.2,1,1,5,1,1,1,2,1,1,2,1,1,1,1,3,5,5,1,1.85,Poor,2,2,2,1,3,1,3,2,1,1,2,1,3,2,1.77,Below Average,-0.08
603,SIN-ANN-0603,0.688979,0.702845,49.79756,15.153726,1.005254,0.146367,0.298675,0.482182,0.876241,1388.443807,0.540883,0.390065,0.463839,0.554135,0.777542,18.700271,793.250397,12.583,70.852696,22.756284,2,1,4,1,1,1,2,1,1,2,2,2,1,1,5,5,4,5,2.15,Below Average,2,1,2,1,3,3,2,2,3,2,2,1,1,2,2.15,Below Average,0
604,SIN-ANN-0604,0.901872,0.590674,106.894325,15.823085,1.158022,0.17776,0.131595,0.632789,0.710689,1255.067258,0.448972,0.537263,0.480754,0.253598,0.899172,23.859166,143.794051,32.471991,40.549492,0.2,1,1,4,1,1,1,3,1,1,2,1,2,3,1,4,5,2,1,1.88,Poor,1,2,2,2,2,1,3,2,2,2,3,2,2,1,2.41,Below Average,0.53
605,SIN-ANN-0605,0.477108,0.638543,143.341267,15.612925,1.182389,0.18058,0.224957,0.484481,0.913516,1601.857836,0.38295,0.520442,0.398223,0.638683,0.537963,28.366916,545.373468,43.118087,48.794649,6.538804,3,1,4,1,1,1,2,1,1,1,1,1,1,2,5,5,2,5,2.05,Below Average,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1.09,Poor,-0.96
606,SIN-ANN-0606,0,0.250932,66.584105,8.189185,0.489573,0.08367,0.452506,0.829472,0.45666,347.658606,0.927985,0.335951,0.787086,0.316034,0.066712,18.60077,169.359479,32.314487,47.473556,1.437846,5,3,5,2,2,3,4,3,3,5,3,4,3,1,4,5,2,2,3.37,Average,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4.82,Very Good,1.45
607,SIN-ANN-0607,0.517761,0.32846,52.906561,8.756815,0.917444,0.095248,0.296519,0.538598,0.506019,707.293694,0.556144,0.450723,0.419176,0.45107,0.516028,18.696295,293.372435,41.205075,65.099577,31.021825,2,2,5,1,2,1,2,2,1,3,2,2,2,1,5,5,4,5,2.53,Below Average,2,3,2,4,3,3,3,3,3,2,4,3,4,4,2.88,Average,0.35
608,SIN-ANN-0608,0.75995,0.480321,83.106018,16.326523,1.073018,0.170515,0.229776,0.428546,0.349511,1352.652705,0.594659,0.470051,0.589619,0.535977,0.693392,24.576486,375.574303,11.69746,112.999894,25.517354,1,1,4,1,1,1,2,4,1,3,2,3,2,1,5,5,5,5,2.4,Below Average,1,2,2,2,2,1,1,3,3,2,2,3,1,1,1.87,Below Average,-0.53
