child_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
540,0.087473,0.633834,32.876668,0.666847,0.792058,0.104084,0.244174,0.597495,1.006075,292.576082,21.527207,256.533322,14.490534,77.233902,17.476,4.745044,1.024318,4.964093,0.971534,1.371108,1.095373,2.86949,0.996888,2.598494,0.990153,5,5,3.892868,4.970564,2.728866,Average,4,2,2,3,3,1,2,3,2,Below Average,-0.729
541,0.227068,0.678368,13.436616,11.357566,0.856509,0.099339,0.273409,0.624876,0.532833,295.528405,21.048978,394.486128,15.468293,86.661243,4.649,3.892194,1.042481,4.356693,1.002502,1.59642,1.38282,2.984292,1.98246,2.478005,1.37576,5,5,4.287648,3.151224,2.725923,Average,3,2,3,3,3,2,3,3,2,Below Average,-0.726
542,0.431698,0.544438,27.65388,4.691195,1.035472,0.159745,0.332068,0.587501,0.83023,326.44267,26.675828,385.843919,12.356871,81.543554,34.21,3.027548,1.464341,4.958436,0.971488,1.009827,1.51386,2.554885,1.616172,2.58302,1.4375,5,5,4.563501,4.517629,2.659077,Average,3,2,3,3,3,3,3,3,3,Average,0.341
543,0.192832,0.498159,191.194002,0.27313,0.892894,0.124534,0.26966,0.32663,0.88396,1107.719007,21.365625,339.571679,9.655937,62.582608,41.942,4.247699,1.012324,5,2.219593,1.501835,1.412472,1.111173,1.091167,0.964635,0.986511,4.275795,4.975767,3.357905,5,2.683118,Average,3,3,3,3,2,1,2,3,3,Average,0.317
544,0.480607,0.514026,8.458157,2.030493,0.819764,0.147204,0.233773,0.531693,0.539586,242.866613,28.293979,569.38939,22.043577,109.790509,13.867,2.845011,1.578699,5,1.523211,1.548694,0.989456,2.037717,2.552226,2.934625,1.99711,5,5,4.901607,4.605744,2.741304,Average,4,3,2,3,3,1,2,4,2,Below Average,-0.741
545,0.002561,0.677445,0,9.779147,0.756603,0.109196,0.297326,0.549457,0.483007,1329.451828,17.026506,285.21522,16.932922,78.301246,6.533,4.989486,1.026614,4.428133,1.491571,1.533979,1.440172,2.686405,2.511639,2.039902,0.98281,3.767129,4.972935,4.000435,3.309993,2.746304,Average,4,2,2,3,2,2,3,2,2,Below Average,-0.746
546,0.265459,0.5306,82.59602,1.502117,0.782142,0.181962,0.424715,0.459689,0.625412,1341.148976,28.830954,904.985575,17.545271,95.528791,51.408,3.595995,1.025593,4.95857,1.036115,0.942814,2.564214,1.994582,1.438433,1.561354,2.005513,4.984675,4.979785,4.913532,5,2.767806,Average,4,2,2,3,2,3,2,5,3,Average,0.232
547,0.287879,0.651825,14.068196,2.372284,0.565011,0.129112,0.306515,0.586283,0.644271,275.247876,28.704886,126.010285,26.144481,106.26651,6.852,3.411935,1.040854,5,2.010212,1.034456,1.628783,2.464913,1.895069,2.803199,1.988224,3.423743,5,4.957257,4.559303,2.668762,Average,4,2,2,3,3,2,3,4,2,Below Average,-0.669
548,0.211385,0.601162,24.181814,1.000013,0.766127,0.128217,0.261535,0.593421,0.889088,262.38243,25.590852,270.70615,17.512379,90.795929,15.426,3.829275,1.008733,5,1.034221,0.995015,1.419413,3.078265,0.952656,2.589097,1.434166,5,5,4.445789,4.964563,2.63425,Average,3,1,3,4,3,2,3,4,3,Average,0.366
549,0.907401,0.532292,25.359976,2.828374,0.894163,0.126735,0.301319,0.480821,0.509292,429.443187,27.40395,373.959834,17.217379,92.531817,22.592,1.040088,0.949074,5,1.368147,1.007375,1.342893,2.38677,2.500906,2.282353,1.957013,4.961044,5,4.639383,4.843789,2.81354,Average,2,3,2,3,2,2,2,3,3,Average,0.186
550,0.453917,0.418337,51.823822,4.452799,1.376167,0.09129,0.300433,0.556564,0.516097,147.947039,20.16655,160.846117,3.698413,38.363838,33.136,3.116713,1.918629,4.984114,1.054601,1.916526,2.081867,2.965006,1.974998,3.837257,0.956887,3.971964,5,1.898211,4.946908,2.735833,Average,3,3,2,4,2,3,3,2,3,Average,0.264
551,0.001132,0.636514,44.451206,5.020267,0.897136,0.100468,0.250598,0.591536,0.616098,490.85111,19.407819,183.919925,13.471357,67.682941,14.945,5,0.95281,4.993531,1.418663,1.572898,1.484332,2.802656,1.95745,2.299131,0.998328,3.321511,5,3.40336,4.994213,2.667615,Average,3,2,2,3,2,3,2,3,3,Average,0.332
552,0.377457,0.580111,25.206899,4.95034,0.702835,0.126286,0.275924,0.465945,0.716845,331.17086,27.675315,120.648775,28.43274,110.498833,12.733,3.119004,1.020225,4.974881,1.632934,0.953343,1.398881,1.95067,2.140904,3.030012,1.617368,3.171978,5,4.588356,4.994011,2.707822,Average,2,2,2,3,3,1,3,3,3,Average,0.292
553,0,0.725675,0,1.98402,1.159915,0.198583,0.284172,0.579588,0.595342,227.613722,30.619089,763.29354,18.813934,101.642452,2.746,4.807052,1.01601,5,1.047538,1.076085,1.053994,2.417508,2.021048,2.949401,2.051173,5,5,5,3.597082,2.780348,Average,4,1,2,3,2,3,2,4,3,Average,0.22
554,0.344561,0.408621,21.113656,1.52298,0.997385,0.113491,0.224886,0.554973,0.781924,750.081334,19.120361,159.003193,5.7875,41.980986,34.544,3.350562,1.596957,5,0.967385,0.982416,1.367282,2.352039,1.727898,3.283488,1.073885,4.028262,4.563767,2.056419,5,2.671919,Average,2,2,2,3,2,2,2,3,2,Below Average,-0.672
555,0.558496,0.604566,59.587806,1.472071,0.690047,0.10247,0.328935,0.588594,0.782383,499.462881,22.915262,292.852875,11.734018,72.50028,30.608,2.501998,0.977136,5,1.432141,1.577204,1.479093,3.026294,1.886702,1.468916,1.458212,5,4.985259,3.974188,5,2.711133,Average,3,2,2,4,3,2,3,3,3,Average,0.289
556,0.290991,0.561893,22.027163,2.95886,0.680642,0.121308,0.33326,0.545608,0.787748,426.892656,33.170519,112.272193,14.116736,68.19253,17.309,3.452697,0.952593,4.974904,1.540483,1.020696,1.980669,2.598518,2.034756,1.898981,2.105581,2.502756,5,3.55019,5,2.84971,Average,3,2,2,3,1,3,1,4,3,Average,0.15
557,0.686716,0.360102,47.184931,3.275794,1.161839,0.105025,0.253235,0.527491,0.603809,227.697393,24.050255,198.74508,6.116801,50.691152,25.407,1.909596,2.03737,4.97603,0.942858,1.538356,1.452106,2.529737,1.925847,3.490836,1.494492,4.588784,5,2.591808,5,2.667531,Average,3,3,2,3,3,3,3,3,3,Average,0.332
558,0.375782,0.506075,31.326321,6.450855,0.75446,0.159287,0.296689,0.540023,0.662599,371.350979,29.049057,369.629842,11.836935,80.282737,22.013,3.040948,0.994339,5,0.981202,1.016769,1.512902,2.528322,1.482101,1.910579,1.993108,5,5,4.552588,4.974944,2.767332,Average,3,2,2,3,2,3,3,3,3,Average,0.233
559,0.059469,0.818576,101.353416,3.151361,0.773124,0.185322,0.425071,0.507393,0.635274,1889.481302,26.526493,1156.877298,18.150821,94.674055,25.904,4.904611,1.011877,4.964362,1.005978,0.962807,2.58152,1.85207,1.442186,1.324488,1.583278,4.983064,4.979671,4.916243,5,2.720073,Average,3,3,2,4,2,3,2,3,3,Average,0.28
560,0.241397,0.553444,29.562909,3.390143,0.822831,0.152573,0.290452,0.513681,0.659583,437.027272,27.392939,342.032088,13.45346,75.792997,13.941,3.860735,0.968999,4.978709,1.063806,1.014942,1.364729,2.023053,2.343376,2.079001,1.606927,3.855034,4.983481,4.18214,4.985134,2.805744,Average,3,2,2,3,3,3,2,4,3,Average,0.194
561,0.206884,0.545361,56.379465,1.955322,0.953228,0.183123,0.374773,0.456242,0.784766,1101.690375,22.862377,423.122053,14.753197,77.772053,46.369,4.249805,0.9321,5,0.963554,1.019417,2.019997,1.996777,1.6731,1.201718,0.993084,3.885695,5,3.945056,5,2.670144,Average,3,3,2,4,2,2,3,3,2,Below Average,-0.67
562,0.534855,0.725609,36.885658,2.339655,1.224449,0.133794,0.249433,0.530155,0.726182,394.181356,25.57166,329.659094,22.409688,104.759696,15.739,2.930941,0.950615,4.958415,0.965631,0.971815,0.945769,2.535805,1.439896,2.473897,1.46525,4.97885,4.968476,5,5,2.658711,Average,3,2,2,4,2,2,3,3,3,Average,0.341
563,0.233612,0.588393,11.420767,1.648968,0.729391,0.112198,0.221555,0.491521,0.915401,194.717971,26.004208,321.369828,21.782657,105.113623,11.693,3.901683,1.032255,4.879656,1.055222,1.106544,1.01811,2.366768,0.978088,3.592222,1.663042,5,5,4.591556,4.980556,2.958591,Average,4,2,2,3,2,2,3,3,3,Average,0.041
564,0.001871,0.441544,167.416434,2.081728,0.474647,0.093537,0.180475,0.334814,0.817586,407.809042,18.211649,179.9164,7.251085,49.32062,10.881,4.998147,1.006341,5,2.610877,1.576646,1.023861,0.985323,1.038419,1.717803,1.075268,4.393102,5,2.290051,4.990171,2.681201,Average,4,3,4,4,2,2,2,3,3,Average,0.319
565,0.415363,0.723487,32.184996,2.407079,0.879126,0.126403,0.228853,0.587661,0.578134,231.707632,27.406648,318.518769,9.704443,70.224983,14.11,2.665938,0.957989,4.963243,1.030666,1.437647,1.095037,2.321583,2.209501,3.413305,2.045117,4.989929,4.974021,4.01698,5,2.762725,Average,3,2,2,4,2,3,4,3,3,Average,0.237
566,0.25682,0.479374,26.244484,3.045927,0.996977,0.123129,0.275581,0.492258,1.035398,291.156306,19.842564,96.500894,14.66259,62.358669,14.716,3.735072,1.406126,5,1.020728,0.901601,1.597451,1.9543,0.984168,3.217736,1.063212,2.882809,4.930506,3.158952,5,2.798148,Average,2,2,2,4,1,2,3,3,3,Average,0.202
567,0.154085,0.622175,63.551209,1.140923,1.058288,0.146308,0.272817,0.482243,0.624331,793.432601,21.952491,449.126137,8.853114,67.493269,40.183,4.449311,1.003423,4.970347,1.053917,1.469465,1.488534,2.001455,1.908647,1.98686,1.051123,4.965419,5,3.467074,5,2.753563,Average,3,3,2,3,3,3,2,3,3,Average,0.246
568,0.659822,0.534301,93.506081,1.663348,1.1209,0.173736,0.421129,0.455939,0.734802,1356.928486,25.237743,403.218606,14.776919,84.901939,59.479,2.148653,1.008107,5,1.389547,0.984348,1.986309,1.743091,1.888023,0.99782,1.398322,4.973035,4.987006,4.617023,5,2.646267,Average,3,2,2,4,2,2,3,3,3,Average,0.354
569,0.394613,0.599183,20.494898,3.480506,0.638305,0.112744,0.228074,0.521405,0.664387,181.454861,27.03205,175.224964,27.024593,109.308569,10.426,3.155824,0.995205,4.998261,1.537311,1.020055,0.904649,2.385933,2.170908,3.731547,1.622735,4.462762,4.985868,4.587534,5,2.673575,Average,3,2,3,3,3,3,4,3,3,Average,0.326
570,0,0.849222,82.587908,1.118081,1.015204,0.173013,0.355909,0.526971,0.58952,1694.959742,32.164168,836.420632,18.908868,100.38095,20.472,4.888112,1.022855,5,1.007851,1.028865,1.487823,1.969521,2.091497,2.136792,2.067062,5,5,5,3.911553,2.820601,Average,4,1,2,3,2,3,3,3,3,Average,0.179
571,0.628156,0.626786,27.076841,3.195961,0.690647,0.125801,0.284143,0.513005,0.473614,286.075264,29.094855,219.090195,24.181893,109.450507,13.301,1.87543,0.997798,5,1.510657,1.02034,1.453477,1.988826,2.589645,3.007531,2.04017,4.634771,4.986233,4.939685,5,2.732335,Average,3,2,2,3,1,3,3,3,3,Average,0.268
572,0.131223,0.471247,63.632076,3.724096,0.670019,0.11154,0.294471,0.48728,0.789635,224.263441,19.817607,257.070636,15.141953,79.851792,10.233,4.396003,0.979087,4.989997,1.668181,1.056751,1.389696,1.634433,0.975544,3.336989,1.108588,4.950693,4.959802,3.639371,5,2.817172,Average,3,1,2,4,2,2,2,3,2,Below Average,-0.817
573,0.568859,0.60008,48.504198,1.218863,0.821111,0.144106,0.352271,0.55684,0.645203,329.50902,30.037362,336.187773,18.472079,101.203188,20.477,2.160795,1.007624,5,1.061391,0.989256,2.042633,2.564041,1.479969,1.948614,2.045567,5,5,4.864102,4.998064,2.777498,Average,3,2,2,3,3,2,3,3,3,Average,0.223
574,0,0.645591,40.623358,5.833385,0.673745,0.140572,0.225326,0.641378,0.792754,77.977093,21.203129,214.53577,20.336129,95.025944,1.069,5,0.91878,5,1.730759,1.049307,0.990581,2.63312,1.050937,4.916767,0.954082,4.594899,4.966995,4.390813,2.557654,2.624025,Average,2,3,3,4,2,2,3,3,3,Average,0.376
575,0.264152,0.670451,104.669493,1.366794,1.604793,0.168936,0.375171,0.547755,0.923782,1406.849318,26.39732,480.742533,19.075929,99.010107,28.369,3.830943,1.066342,5,1.00292,0.965964,2.187775,2.401171,1.001459,1.227873,1.984312,4.988266,4.999444,4.983735,5,2.741686,Average,3,2,2,3,3,3,3,3,2,Below Average,-0.742
576,0.772862,0.54319,21.654767,3.900777,0.538554,0.112702,0.312965,0.503753,0.477658,374.640737,27.47361,169.507203,24.113248,102.071771,19.985,1.557572,0.921374,5,1.995972,0.942144,1.537001,2.512761,2.964417,2.657994,1.973844,4.364689,4.992404,4.52837,4.99465,2.751449,Average,3,2,3,4,2,2,3,2,3,Average,0.249
577,0,0.697393,27.53476,4.161966,0.551438,0.172442,0.235762,0.6681,0.588557,121.682596,18.499446,205.376023,10.563058,61.312356,1.007,5,1.008383,4.938097,1.953873,1.009176,0.943779,3.003321,1.942693,4.018429,1.026524,4.536014,5,2.99494,2.541206,2.725911,Average,4,2,3,4,2,3,3,3,3,Average,0.274
578,0.637767,0.494645,96.353393,1.113535,1.148307,0.15843,0.344975,0.417808,0.737395,1252.70077,25.389882,495.24919,19.193092,99.464191,58.088,2.422153,1.387945,4.979882,1.392034,1.370954,1.546415,1.39632,1.782293,1.705914,1.433255,5,5,4.938,4.99914,2.736859,Average,3,2,3,4,2,2,3,3,3,Average,0.263
579,0.19961,0.940917,44.413361,3.022616,1.039703,0.116609,0.280364,0.655958,0.84412,244.04649,27.357488,291.478697,12.745859,78.838335,7.794,4.386798,0.992671,5,0.979543,1.686757,1.364761,3.039441,1.047202,3.391387,1.651536,5,5,4.33595,5,2.679618,Average,3,2,2,4,3,2,4,3,3,Average,0.32
580,0.248481,0.505828,56.027812,4.518094,0.646424,0.127835,0.232122,0.513258,0.608387,181.266424,19.188082,215.837271,15.052085,78.271563,10.125,3.762672,1.010568,4.993622,1.533893,1.037719,0.973406,1.849728,2.397581,3.872331,1.099768,5,5,3.905702,5,2.708387,Average,3,2,2,3,1,3,2,4,3,Average,0.292
581,0,0.66319,96.092207,5.332409,0.829164,0.166041,0.381486,0.552007,0.542601,1871.789896,24.244219,595.272297,11.082031,68.92653,41.347,4.907596,0.944488,4.993347,0.968107,0.977254,2.469862,2.506752,2.595029,0.956469,1.552632,4.408276,4.50547,3.275264,4.983303,2.894237,Average,4,2,2,3,2,3,3,2,3,Average,0.106
582,0.006123,0.607205,44.934232,4.723224,0.75774,0.142604,0.237029,0.495324,0.698481,246.067418,25.384732,343.441831,12.139279,76.877423,10.916,5,1.030777,5,1.502549,0.992551,1.050373,1.997228,1.532869,3.481297,1.53572,4.90499,4.963862,3.994309,4.109249,2.668212,Average,4,2,2,3,3,2,3,3,3,Average,0.332
583,0.01045,0.725881,87.675215,3.401207,0.836689,0.172258,0.406069,0.441619,0.850067,1558.436338,25.043701,775.743675,19.744718,89.739113,26.753,4.724591,1.045018,5,1.040011,0.959748,2.448225,1.735875,1.378755,1.607332,1.521629,3.350892,5,4.442887,4.950607,2.721202,Average,3,3,1,4,2,2,3,3,3,Average,0.279
584,0,0.701429,26.412916,11.710932,0.920157,0.176893,0.343532,0.445089,0.647523,2142.203136,24.881305,648.597959,10.311141,74.142033,32.785,5,0.967709,3.999517,0.958556,1.482464,1.98366,1.495284,1.991842,1.903522,1.567809,5,4.986531,3.982574,4.9926,2.852236,Average,4,2,2,2,3,3,1,4,3,Average,0.148
585,0.231618,0.565669,53.429714,3.466428,1.292487,0.094477,0.292558,0.588132,0.702698,264.89159,23.314158,267.20444,13.072765,73.11847,21.531,3.967839,1.453206,4.987265,0.976015,1.525812,1.53446,2.963375,1.574045,2.905566,1.48798,4.506213,4.946465,3.491117,5,2.66646,Average,3,3,1,4,2,2,2,4,3,Average,0.334
586,0.376843,0.581784,16.090273,3.833059,0.77185,0.141512,0.256522,0.586972,0.593446,226.746137,21.31083,145.347122,21.314989,87.01262,9.69,3.161148,1.054388,4.999182,0.969157,0.977873,1.417378,2.569349,2.958996,3.694079,0.949741,3.930503,5,4.586953,4.993071,2.744125,Average,3,3,2,3,2,2,3,4,3,Average,0.256
587,0.358089,0.811669,51.259464,2.744158,1.041703,0.088076,0.214443,0.632483,1.026571,181.220983,27.301033,161.311955,9.801492,60.12428,12.401,3.380729,1.337294,4.957097,0.968139,2.026861,0.890333,2.975542,0.987577,4.007295,1.607236,4.224004,4.923477,3.22899,5,2.68038,Average,3,1,2,3,2,2,2,3,3,Average,0.32
588,0.276604,0.572379,24.111297,2.874937,0.688349,0.120848,0.344998,0.545653,0.793243,423.687345,33.824174,105.647673,14.210891,66.95246,17.758,3.369622,1.015299,4.966604,1.551837,0.995001,1.986455,2.527734,1.883047,2.069777,2.038132,2.637292,5,3.592583,4.955222,2.692257,Average,3,2,3,4,3,2,3,3,3,Average,0.308
589,0.003297,0.553544,54.919003,3.255547,0.587336,0.118727,0.3219,0.509554,0.807983,292.502179,21.777766,164.125149,14.679131,71.208961,8.756,4.974495,0.964156,5,1.920128,1.003034,1.276927,1.774205,1.023698,2.440077,1.349944,4.1883,4.951198,3.78966,4.541003,2.809571,Average,3,2,3,4,2,2,2,3,3,Average,0.19
590,0.373663,0.546827,49.046561,0.951014,0.750262,0.15414,0.345225,0.5222,0.566528,540.639174,22.671189,230.735841,13.532788,77.693286,21.322,3.689663,0.989203,5,1.320479,0.982372,1.614855,2.440711,2.454768,1.160128,1.377998,5,4.983302,4.338605,5,2.840532,Average,3,2,2,4,2,2,3,3,3,Average,0.159
591,0.396811,0.812763,45.580063,1.873093,0.802885,0.09796,0.302277,0.63254,0.668271,285.969131,38.504659,164.403706,9.706578,63.618397,15.007,3.033948,0.9868,4.984496,1.512877,1.470791,1.479012,3.040059,1.959038,2.998738,2.466425,4.085666,5,3.590959,4.992414,2.737742,Average,3,3,2,3,3,2,2,4,3,Average,0.262
592,0.383589,0.425733,47.421884,5.10048,0.796872,0.141509,0.296774,0.494199,0.571973,683.84855,27.980218,291.272547,14.123828,83.759145,23.052,3.43173,1.47097,5,1.058416,1.025459,1.464433,1.943343,1.988036,1.732288,1.93767,5,5,4.059455,5,2.643136,Average,3,3,3,3,1,3,2,3,3,Average,0.357
593,0.243819,0.506873,41.182328,5.115009,0.764173,0.149164,0.355973,0.540124,0.535791,775.330252,26.18689,342.875464,15.540501,87.38584,32.156,3.937361,0.935529,5,1.05426,1.001393,1.97119,2.554312,2.071418,0.955829,2.000637,5,5,4.328585,4.941873,2.791535,Average,3,3,2,3,2,3,3,4,3,Average,0.208
594,0.407092,0.538049,33.380771,4.025801,0.943542,0.108956,0.287475,0.696104,0.682711,309.103626,22.098244,206.467522,22.534952,96.044235,7.263,3.16216,1.547434,4.978709,1.001942,1.001329,1.00727,3.603363,1.582609,2.670523,1.411849,3.711401,4.989284,5,5,2.658354,Average,2,3,2,3,3,1,2,3,3,Average,0.342
595,0.546509,0.541921,90.411155,1.881831,0.807731,0.15742,0.3087,0.453506,0.635966,1310.305197,28.064483,810.446357,12.76751,81.367666,26.287,2.585031,1.579268,4.99046,1.035817,1.020476,1.827006,1.663914,1.962611,1.983165,1.916596,5,4.95458,3.855081,4.970963,2.794062,Average,3,3,2,4,1,2,2,3,3,Average,0.206
596,0.299154,0.627186,73.980876,2.249796,1.188105,0.200931,0.363827,0.544176,0.638599,498.227304,26.988105,571.859861,14.516681,87.42647,28.613,3.567396,0.948437,4.991055,0.960756,0.992021,1.422061,2.440916,1.974685,2.183304,1.57932,5,4.961748,4.581427,4.461644,2.816233,Average,4,3,1,3,1,3,3,2,3,Average,0.184
597,0.208207,0.540915,6.553701,1.909671,0.763574,0.115945,0.263901,0.514561,0.658096,950.296012,24.013293,295.004964,14.130578,78.07454,39.101,4.101519,0.991826,4.970347,1.039876,1.027144,1.438386,2.440742,2.027584,2.558827,1.460564,4.491025,4.4883,3.514728,5,2.790556,Average,3,2,2,3,2,2,3,3,3,Average,0.209
598,0.314534,0.681651,19.174988,9.325975,0.844856,0.112923,0.296607,0.613324,0.565656,285.153684,23.102366,363.236002,15.994526,90.184419,6.636,3.537096,0.98099,4.577667,0.954619,1.403359,1.558879,3.124165,1.963794,2.310904,1.592337,4.967643,5,4.527402,3.739328,2.875117,Average,4,3,1,3,2,2,3,3,2,Below Average,-0.875
599,0.720793,0.473643,37.075111,3.440987,1.206147,0.152018,0.257742,0.48096,0.857525,473.431272,29.04409,411.88133,16.194863,93.03606,47.686,1.541664,1.597221,4.993796,0.900463,0.986562,0.930976,1.990193,1.440773,1.836394,1.975452,5,4.960001,5,4.976489,2.815078,Average,2,3,3,4,2,3,3,4,2,Below Average,-0.815
600,0.456928,0.521462,64.283395,1.376634,0.565252,0.133565,0.286896,0.525416,0.480505,756.476224,21.870797,303.17158,13.472513,78.93129,21.386,2.971737,1.007473,4.93617,2.006514,1.001837,1.052181,2.594728,2.99983,1.559891,1.421775,5,5,4.528888,5,2.760239,Average,2,2,2,4,2,2,3,3,3,Average,0.24
601,0.53796,0.505738,33.148464,2.034043,0.571251,0.127462,0.338769,0.58228,0.509553,479.746613,37.297246,215.263577,9.632181,66.208416,25.246,2.574551,1.020594,4.998254,1.63842,1.013876,2.000342,2.945866,2.688038,1.734868,2.589367,3.794978,5,3.485198,5,2.758448,Average,3,2,3,4,2,3,2,4,3,Average,0.242
602,0.634208,0.52847,18.030712,2.381557,0.63437,0.138326,0.297536,0.471391,0.667461,330.212516,27.589858,322.499498,19.89603,102.396482,21.241,2.08768,0.998929,5,1.441648,0.957557,1.440146,2.459753,1.794089,2.76331,2.070606,4.845268,5,4.624159,5,2.802893,Average,3,3,2,4,2,3,3,3,3,Average,0.197
603,0.198532,0.652802,384.95477,3.575477,1.926891,0.10985,0.428193,0.617106,0.729191,2244.106192,39.675952,87.631636,11.543269,61.897228,63.446,3.933421,0.962578,4.986017,1.401719,0.950827,2.646389,2.886025,1.763332,1.534467,2.97781,2.327313,5,3.559843,5,2.606168,Average,2,3,2,3,3,3,3,3,3,Average,0.394
604,0.296829,0.665534,38.33013,2.299408,0.965514,0.154986,0.25993,0.55424,0.593711,369.649893,28.36121,394.71875,15.077735,87.529996,13.968,3.614608,0.947769,4.956592,0.944777,0.989254,1.020231,2.37251,2.276295,2.007285,1.703736,4.936821,4.99149,4.393151,5,2.737898,Average,3,2,2,4,2,2,2,3,3,Average,0.262
605,0,0.595467,0,2.049441,0.961899,0.164444,0.295477,0.574149,0.566986,934.346101,25.950436,470.956265,11.447704,70.787455,31.248,4.889394,0.985457,5,0.99359,1.089896,1.387504,2.44292,2.432663,1.943901,1.563904,4.583111,4.5706,3.592722,4.481211,2.758362,Average,3,2,2,4,2,3,2,2,2,Below Average,-0.758
606,0.26993,0.644569,44.706264,1.844154,0.783716,0.093684,0.246293,0.558237,0.579904,291.193956,31.549527,221.238157,7.50764,61.478538,18.639,3.427187,1.034157,4.991589,1.45112,1.430811,1.528593,2.511809,2.477503,2.510505,1.981294,4.008111,5,3.117637,5,2.590509,Average,3,2,3,3,1,2,3,3,3,Average,0.409
607,0.606146,0.637378,32.554026,4.97406,0.687525,0.112446,0.277251,0.516372,0.497676,250.729536,29.411056,202.735132,27.232606,119.602815,10.8,1.99803,0.992158,4.936549,1.680828,0.992105,1.386759,2.338198,2.547725,3.162556,2.061928,4.447358,4.944289,4.947297,5,2.705835,Average,2,3,2,3,2,2,3,4,3,Average,0.294
608,0.528253,0.471719,40.492519,6.598205,1.025851,0.102021,0.2212,0.594572,0.646013,221.338695,30.174616,216.979431,27.550961,118.505252,9.63,2.478723,1.491533,5,1.562413,0.963592,1.014739,2.857601,2.008617,3.452502,2.055422,4.416758,4.97121,5,4.986268,2.845765,Average,3,2,2,4,3,2,3,3,3,Average,0.154
609,0.098065,0.872059,89.797288,1.199844,1.09104,0.160977,0.333029,0.53776,0.802993,1417.872565,26.403133,462.123524,22.123402,103.634072,23.816,4.907064,0.928411,5,1.009606,1.024858,1.378643,2.254871,1.40617,1.395527,1.349509,4.968631,4.940737,5,5,2.940948,Average,3,2,2,3,3,2,3,3,3,Average,0.059
610,0.546767,0.473881,22.025004,4.274606,0.699644,0.146435,0.330966,0.585623,0.721679,224.340044,26.580462,338.504207,18.788287,99.59241,15.22,2.221109,0.946151,4.949531,1.059615,1.03275,1.998493,2.991644,0.999159,3.043553,1.383628,4.923718,4.961021,5,4.991448,2.734543,Average,2,1,2,3,2,2,4,3,3,Average,0.265
611,0.392907,0.590417,343.937783,3.431126,1.827932,0.109833,0.358207,0.571775,0.702194,1936.493079,33.181796,195.347331,18.731139,90.507161,57.334,3.074149,1.446753,4.978847,1.433897,1.427487,2.097445,2.602453,1.859245,1.746747,2.683256,3.237679,4.970177,4.549016,5,2.708342,Average,2,3,2,3,3,3,3,3,3,Average,0.292
612,0.384893,0.612634,54.431653,1.81326,0.970188,0.103214,0.204906,0.575222,0.877987,318.060394,22.117145,196.746375,15.696686,77.880805,18.928,3.128333,1.635998,4.996429,0.979772,1.662328,0.991782,2.417516,1.091859,2.56646,0.99441,5,4.991621,3.794789,4.944959,2.712808,Average,3,3,2,4,3,2,3,3,3,Average,0.287
613,0.524407,0.482672,63.928043,2.155264,0.572823,0.129797,0.345956,0.530917,0.482354,825.086263,21.281499,279.817375,13.068452,74.44358,30.408,2.726046,1.004838,4.961627,2.059835,0.972508,1.453953,2.641393,2.979606,0.826699,1.509041,4.976768,4.947043,4.020233,4.962924,2.68797,Average,3,3,3,3,2,3,2,3,3,Average,0.312
614,0.269154,0.814006,104.142273,3.153422,0.804329,0.172074,0.433541,0.476551,0.571859,1746.235148,28.412819,1006.9401,18.022338,101.039032,26.66,3.616387,1.03753,5,0.962684,0.964669,2.558912,1.795712,1.953044,1.472546,2.019848,4.970863,5,4.958654,5,2.738004,Average,3,2,3,4,3,3,2,3,3,Average,0.262
615,0.165995,0.532878,22.914885,4.501842,1.005293,0.134138,0.326927,0.586161,0.641059,1657.415912,21.238191,154.969929,20.179389,88.704331,11.299,3.999531,1.416464,5,1.54619,0.995261,1.60174,2.853078,2.073067,1.893383,1.452655,3.336439,4.994397,4.493721,4.950229,2.789718,Average,5,2,2,4,2,3,3,3,3,Average,0.21
616,0.52617,0.473191,86.095416,2.456613,1.401641,0.180725,0.349952,0.442803,1.014905,1171.482043,27.510999,441.182656,14.556733,87.414857,74.723,2.564183,1.565899,4.989243,1.003136,0.892908,1.436429,1.586938,1.000338,0.897986,1.491828,4.97779,4.974752,4.94612,5,2.775049,Average,3,2,2,4,3,2,3,3,2,Below Average,-0.775
617,0.44445,0.647572,85.139303,4.338614,1.013884,0.169792,0.388316,0.645623,0.650108,475.174463,23.623486,414.843756,10.651723,72.397007,27.303,3.065199,1.029101,4.997849,1.008457,0.9909,1.953644,3.033466,2.015034,2.806986,1.006479,4.939712,5,4.124629,4.471478,2.737441,Average,3,3,2,3,1,2,3,4,3,Average,0.263
